lineup_ids,lineup_names,points_for,points_against,total_duration,total_stints,net_points,net_per_60,lineup_side,lineup_display,lineup_ids_tuple,team_id,team_name,avg_player_impact,duration_score,stint_score,recommendation_score
"('1749', '1903', '2044', '672', '983')","['Cuttino Mobley', 'Kenny Thomas', 'Jason Collier', 'Matt Bullard', 'Moochie Norris']",2,0,4,1,2,30.0,home,Cuttino Mobley | Kenny Thomas | Jason Collier | Matt Bullard | Moochie Norris,"('1749', '1903', '2044', '672', '983')",1610612745,Houston Rockets,-0.0008104327119042201,0.021621621621621623,0.08333333333333333,30.10414452224305
"('1425', '1536', '1915', '2030', '271')","['Aaron Williams', 'Stephen Jackson', 'Evan Eschmeyer', 'Kenyon Martin', 'Johnny Newman']",1,0,2,1,1,30.0,home,Aaron Williams | Stephen Jackson | Evan Eschmeyer | Kenyon Martin | Johnny Newman,"('1425', '1536', '1915', '2030', '271')",1610612751,Brooklyn Nets,0.009400436019386879,0.010810810810810811,0.08333333333333333,30.10354458016353
"('1051', '111', '1497', '1895', '210')","['Dean Garrett', 'LaPhonso Ellis', 'Chauncey Billups', 'William Avery', 'Terrell Brandon']",3,1,4,1,2,30.0,home,Dean Garrett | LaPhonso Ellis | Chauncey Billups | William Avery | Terrell Brandon,"('1051', '111', '1497', '1895', '210')",1610612750,Minnesota Timberwolves,-0.0018754386343414402,0.021621621621621623,0.08333333333333333,30.103079516320612
"('123', '1721', '45', '686', '702')","['Robert Pack', 'Keon Clark', 'George McCloud', 'Antonio McDyess', 'Voshon Lenard']",1,0,2,1,1,30.0,home,Robert Pack | Keon Clark | George McCloud | Antonio McDyess | Voshon Lenard,"('123', '1721', '45', '686', '702')",1610612743,Denver Nuggets,0.006867875190699399,0.010810810810810811,0.08333333333333333,30.101012019334842
"('1134', '1710', '2031', '3', '735')","['Ike Austin', 'Mike Bibby', 'Stromile Swift', 'Grant Long', 'Bryant Reeves']",2,0,4,1,2,30.0,home,Ike Austin | Mike Bibby | Stromile Swift | Grant Long | Bryant Reeves,"('1134', '1710', '2031', '3', '735')",1610612763,Memphis Grizzlies,-0.003993969339550341,0.021621621621621623,0.08333333333333333,30.100960985615405
"('1502', '168', '1712', '1716', '682')","['Adonal Foyle', 'Chris Mills', 'Antawn Jamison', 'Larry Hughes', 'Bob Sura']",1,0,2,1,1,30.0,home,Adonal Foyle | Chris Mills | Antawn Jamison | Larry Hughes | Bob Sura,"('1502', '168', '1712', '1716', '682')",1610612744,Golden State Warriors,0.004474930314336501,0.010810810810810811,0.08333333333333333,30.09861907445848
"('1032', '1501', '208', '283', '951')","['Darvin Ham', 'Tim Thomas', 'Sam Cassell', 'Lindsey Hunter', 'Ray Allen']",1,0,2,1,1,30.0,home,Darvin Ham | Tim Thomas | Sam Cassell | Lindsey Hunter | Ray Allen,"('1032', '1501', '208', '283', '951')",1610612749,Milwaukee Bucks,0.0034458242585980402,0.010810810810810811,0.08333333333333333,30.09758996840274
"('1503', '1720', '2034', '255', '353')","['Tracy McGrady', 'Michael Doleac', 'Mike Miller', 'Grant Hill', 'Darrell Armstrong']",2,0,4,1,2,30.0,home,Tracy McGrady | Michael Doleac | Mike Miller | Grant Hill | Darrell Armstrong,"('1503', '1720', '2034', '255', '353')",1610612753,Orlando Magic,-0.00807642100301832,0.021621621621621623,0.08333333333333333,30.096878533951937
"('1501', '283', '679', '911', '951')","['Tim Thomas', 'Lindsey Hunter', 'Jason Caffey', 'Ervin Johnson', 'Ray Allen']",2,0,4,1,2,30.0,home,Tim Thomas | Lindsey Hunter | Jason Caffey | Ervin Johnson | Ray Allen,"('1501', '283', '679', '911', '951')",1610612749,Milwaukee Bucks,-0.008288543665152661,0.021621621621621623,0.08333333333333333,30.096666411289803
"('1477', '1853', '224', '258', '931')","['Bruce Bowen', 'Anthony Carter', 'Eddie Jones', 'Brian Grant', 'Don MacLean']",2,0,4,1,2,30.0,home,Bruce Bowen | Anthony Carter | Eddie Jones | Brian Grant | Don MacLean,"('1477', '1853', '224', '258', '931')",1610612748,Miami Heat,-0.008393260997028801,0.021621621621621623,0.08333333333333333,30.096561693957927
"('109', '166', '2130', '216', '270')","['Robert Horry', 'Ron Harper', 'Mike Penberthy', 'Brian Shaw', 'Horace Grant']",1,0,2,1,1,30.0,home,Robert Horry | Ron Harper | Mike Penberthy | Brian Shaw | Horace Grant,"('109', '166', '2130', '216', '270')",1610612747,Los Angeles Lakers,0.0016846813005594603,0.010810810810810811,0.08333333333333333,30.095828825444702
"('1718', '179', '77', '952', '958')","['Paul Pierce', 'Bryant Stith', 'Doug Overton', 'Antoine Walker', 'Vitaly Potapenko']",3,0,6,1,3,30.0,home,Paul Pierce | Bryant Stith | Doug Overton | Antoine Walker | Vitaly Potapenko,"('1718', '179', '77', '952', '958')",1610612738,Boston Celtics,-0.022574355644895662,0.032432432432432434,0.08333333333333333,30.09319141012087
"('15', '1709', '1838', '2032', '400')","['Eric Piatkowski', 'Michael Olowokandi', 'Tyrone Nesby', 'Darius Miles', 'Derek Strong']",2,0,4,1,2,30.0,home,Eric Piatkowski | Michael Olowokandi | Tyrone Nesby | Darius Miles | Derek Strong,"('15', '1709', '1838', '2032', '400')",1610612746,Los Angeles Clippers,-0.013856073550936298,0.021621621621621623,0.08333333333333333,30.09109888140402
"('1538', '1723', '1889', '1892', '221')","['Cedric Henderson', 'Matt Harpring', 'Andre Miller', 'Trajan Langdon', 'Clar. Weatherspoon']",1,0,2,1,1,30.0,home,Cedric Henderson | Matt Harpring | Andre Miller | Trajan Langdon | Clar. Weatherspoon,"('1538', '1723', '1889', '1892', '221')",1610612739,Cleveland Cavaliers,-0.0031458193348359803,0.010810810810810811,0.08333333333333333,30.090998324809306
"('1074', '1683', '2069', '673', '754')","['Matt Maloney', 'Larry Robinson', 'Hanno Mottola', 'Alan Henderson', 'Jim Jackson']",2,0,4,1,2,30.0,home,Matt Maloney | Larry Robinson | Hanno Mottola | Alan Henderson | Jim Jackson,"('1074', '1683', '2069', '673', '754')",1610612737,Atlanta Hawks,-0.0139654950580224,0.021621621621621623,0.08333333333333333,30.09098945989693
"('1074', '1544', '673', '754', '87')","['Matt Maloney', 'Chris Crawford', 'Alan Henderson', 'Jim Jackson', 'Dikembe Mutombo']",2,0,4,1,2,30.0,home,Matt Maloney | Chris Crawford | Alan Henderson | Jim Jackson | Dikembe Mutombo,"('1074', '1544', '673', '754', '87')",1610612737,Atlanta Hawks,-0.0178380196328784,0.021621621621621623,0.08333333333333333,30.087116935322076
"('1717', '2042', '458', '919', '93')","['Dirk Nowitzki', 'Courtney Alexander', 'Howard Eisley', 'Loy Vaught', 'Hubert Davis']",3,1,4,1,2,30.0,home,Dirk Nowitzki | Courtney Alexander | Howard Eisley | Loy Vaught | Hubert Davis,"('1717', '2042', '458', '919', '93')",1610612742,Dallas Mavericks,-0.017919638985421118,0.021621621621621623,0.08333333333333333,30.087035315969533
"('1683', '1728', '1891', '2035', '2069')","['Larry Robinson', 'Roshown McLeod', 'Jason Terry', 'DerMarr Johnson', 'Hanno Mottola']",2,0,4,1,2,30.0,home,Larry Robinson | Roshown McLeod | Jason Terry | DerMarr Johnson | Hanno Mottola,"('1683', '1728', '1891', '2035', '2069')",1610612737,Atlanta Hawks,-0.020980677043608943,0.021621621621621623,0.08333333333333333,30.083974277911345
"('1714', '1889', '423', '441', '445')","['Robert Traylor', 'Andre Miller', 'Chris Gatling', 'Lamond Murray', 'Wesley Person']",1,0,2,1,1,30.0,home,Robert Traylor | Andre Miller | Chris Gatling | Lamond Murray | Wesley Person,"('1714', '1889', '423', '441', '445')",1610612739,Cleveland Cavaliers,-0.010303383052405359,0.010810810810810811,0.08333333333333333,30.083840761091736
"('1531', '168', '1712', '219', '956')","['Marc Jackson', 'Chris Mills', 'Antawn Jamison', 'Vinny Del Negro', 'Erick Dampier']",1,0,2,1,1,30.0,home,Marc Jackson | Chris Mills | Antawn Jamison | Vinny Del Negro | Erick Dampier,"('1531', '168', '1712', '219', '956')",1610612744,Golden State Warriors,-0.01109451109707942,0.010810810810810811,0.08333333333333333,30.08304963304706
"('1889', '221', '423', '441', '445')","['Andre Miller', 'Clar. Weatherspoon', 'Chris Gatling', 'Lamond Murray', 'Wesley Person']",1,0,2,1,1,30.0,home,Andre Miller | Clar. Weatherspoon | Chris Gatling | Lamond Murray | Wesley Person,"('1889', '221', '423', '441', '445')",1610612739,Cleveland Cavaliers,-0.014946533993449817,0.010810810810810811,0.08333333333333333,30.079197610150693
"('1709', '1885', '2032', '399', '400')","['Michael Olowokandi', 'Lamar Odom', 'Darius Miles', 'Sean Rooks', 'Derek Strong']",1,0,2,1,1,30.0,home,Michael Olowokandi | Lamar Odom | Darius Miles | Sean Rooks | Derek Strong,"('1709', '1885', '2032', '399', '400')",1610612746,Los Angeles Clippers,-0.01678077406719992,0.010810810810810811,0.08333333333333333,30.07736337007694
"('1500', '1882', '2033', '2062', '697')","['Ron Mercer', 'Elton Brand', 'Marcus Fizer', 'A.J. Guyton', 'Fred Hoiberg']",1,0,2,1,1,30.0,home,Ron Mercer | Elton Brand | Marcus Fizer | A.J. Guyton | Fred Hoiberg,"('1500', '1882', '2033', '2062', '697')",1610612741,Chicago Bulls,-0.030478224220960422,0.010810810810810811,0.08333333333333333,30.06366591992318
"('1732', '1888', '393', '436', '685')","['Felipe Lopez', 'Richard Hamilton', 'Rod Strickland', 'Juwan Howard', 'Cherokee Parks']",9,2,15,1,7,28.0,home,Felipe Lopez | Richard Hamilton | Rod Strickland | Juwan Howard | Cherokee Parks,"('1732', '1888', '393', '436', '685')",1610612764,Washington Wizards,0.02307085407243752,0.08108108108108109,0.08333333333333333,28.18748526848685
"('1541', '349', '722', '788', '891')","['Alvin Williams', 'Mark Jackson', 'Corliss Williamson', 'Kevin Willis', 'Charles Oakley']",9,2,15,1,7,28.0,home,Alvin Williams | Mark Jackson | Corliss Williamson | Kevin Willis | Charles Oakley,"('1541', '349', '722', '788', '891')",1610612761,Toronto Raptors,0.020753255197656383,0.08108108108108109,0.08333333333333333,28.18516766961207
"('1501', '208', '283', '299', '679')","['Tim Thomas', 'Sam Cassell', 'Lindsey Hunter', 'Glenn Robinson', 'Jason Caffey']",7,0,15,1,7,28.0,home,Tim Thomas | Sam Cassell | Lindsey Hunter | Glenn Robinson | Jason Caffey,"('1501', '208', '283', '299', '679')",1610612749,Milwaukee Bucks,-0.00547395767551546,0.08108108108108109,0.08333333333333333,28.158940456738897
"('1425', '1536', '1915', '2030', '383')","['Aaron Williams', 'Stephen Jackson', 'Evan Eschmeyer', 'Kenyon Martin', 'Kendall Gill']",-68,-95,59,2,27,27.45762711864407,home,Aaron Williams | Stephen Jackson | Evan Eschmeyer | Kenyon Martin | Kendall Gill,"('1425', '1536', '1915', '2030', '383')",1610612751,Brooklyn Nets,0.01240994028620708,0.31891891891891894,0.16666666666666666,27.955622644515863
"('1541', '1713', '2050', '213', '891')","['Alvin Williams', 'Vince Carter', 'Morris Peterson', 'Antonio Davis', 'Charles Oakley']",6,0,13,1,6,27.692307692307693,home,Alvin Williams | Vince Carter | Morris Peterson | Antonio Davis | Charles Oakley,"('1541', '1713', '2050', '213', '891')",1610612761,Toronto Raptors,0.0246704606545722,0.07027027027027027,0.08333333333333333,27.87058175656587
"('1023', '121', '1739', '1740', '442')","['Emanual Davis', 'Patrick Ewing', 'Ruben Patterson', 'Rashard Lewis', 'Pervis Ellison']",6,0,13,1,6,27.692307692307693,home,Emanual Davis | Patrick Ewing | Ruben Patterson | Rashard Lewis | Pervis Ellison,"('1023', '121', '1739', '1740', '442')",1610612760,Oklahoma City Thunder,0.01925213782108286,0.07027027027027027,0.08333333333333333,27.86516343373238
"('1521', '178', '2052', '252', '304')","['Jacque Vaughn', 'Olden Polynice', 'DeShawn Stevenson', 'Karl Malone', 'John Stockton']",5,0,11,2,5,27.272727272727277,home,Jacque Vaughn | Olden Polynice | DeShawn Stevenson | Karl Malone | John Stockton,"('1521', '178', '2052', '252', '304')",1610612762,Utah Jazz,0.02978169874770916,0.05945945945945946,0.16666666666666666,27.528635097601114
"('1495', '1498', '1507', '198', '251')","['Tim Duncan', 'Antonio Daniels', 'Derek Anderson', 'Danny Ferry', 'Sean Elliott']",4,0,9,2,4,26.666666666666664,home,Tim Duncan | Antonio Daniels | Derek Anderson | Danny Ferry | Sean Elliott,"('1495', '1498', '1507', '198', '251')",1610612759,San Antonio Spurs,0.003971568002507539,0.04864864864864865,0.16666666666666666,26.88595354998449
"('1425', '1536', '1915', '2030', '271')","['Aaron Williams', 'Stephen Jackson', 'Evan Eschmeyer', 'Kenyon Martin', 'Johnny Newman']",4,0,9,1,4,26.666666666666664,home,Aaron Williams | Stephen Jackson | Evan Eschmeyer | Kenyon Martin | Johnny Newman,"('1425', '1536', '1915', '2030', '271')",1610612751,Brooklyn Nets,0.009400436019386879,0.04864864864864865,0.08333333333333333,26.80804908466803
"('15', '1709', '1838', '1894', '2032')","['Eric Piatkowski', 'Michael Olowokandi', 'Tyrone Nesby', 'Corey Maggette', 'Darius Miles']",4,0,9,1,4,26.666666666666664,home,Eric Piatkowski | Michael Olowokandi | Tyrone Nesby | Corey Maggette | Darius Miles,"('15', '1709', '1838', '1894', '2032')",1610612746,Los Angeles Clippers,-0.0117901513314058,0.04864864864864865,0.08333333333333333,26.786858497317237
"('1499', '1718', '179', '677', '72')","['Tony Battie', 'Paul Pierce', 'Bryant Stith', 'Eric Williams', 'Kenny Anderson']",4,0,9,1,4,26.666666666666664,home,Tony Battie | Paul Pierce | Bryant Stith | Eric Williams | Kenny Anderson,"('1499', '1718', '179', '677', '72')",1610612738,Boston Celtics,-0.017420279427412158,0.04864864864864865,0.08333333333333333,26.781228369221232
"('1559', '1594', '1718', '179', '952')","['Adrian Griffin', 'Rick Brunson', 'Paul Pierce', 'Bryant Stith', 'Antoine Walker']",4,0,9,1,4,26.666666666666664,home,Adrian Griffin | Rick Brunson | Paul Pierce | Bryant Stith | Antoine Walker,"('1559', '1594', '1718', '179', '952')",1610612738,Boston Celtics,-0.02740714442412928,0.04864864864864865,0.08333333333333333,26.771241504224516
"('103', '1073', '1497', '324', '417')","['Todd Day', 'Reggie Slater', 'Chauncey Billups', 'Anthony Peeler', 'Sam Mitchell']",6,0,14,1,6,25.71428571428571,home,Todd Day | Reggie Slater | Chauncey Billups | Anthony Peeler | Sam Mitchell,"('103', '1073', '1497', '324', '417')",1610612750,Minnesota Timberwolves,0.006043162711500499,0.07567567567567568,0.08333333333333333,25.87933788600622
"('1538', '1714', '1892', '2036', '441')","['Cedric Henderson', 'Robert Traylor', 'Trajan Langdon', 'Chris Mihm', 'Lamond Murray']",3,0,7,1,3,25.71428571428571,home,Cedric Henderson | Robert Traylor | Trajan Langdon | Chris Mihm | Lamond Murray,"('1538', '1714', '1892', '2036', '441')",1610612739,Cleveland Cavaliers,0.009177612335234262,0.03783783783783784,0.08333333333333333,25.844634497792114
"('1000', '1005', '1508', '165', '1749')","['Shandon Anderson', 'Walt Williams', 'Maurice Taylor', 'Hakeem Olajuwon', 'Cuttino Mobley']",4,1,7,1,3,25.71428571428571,home,Shandon Anderson | Walt Williams | Maurice Taylor | Hakeem Olajuwon | Cuttino Mobley,"('1000', '1005', '1508', '165', '1749')",1610612745,Houston Rockets,0.0011170986356094797,0.03783783783783784,0.08333333333333333,25.836573984092492
"('1502', '168', '1712', '1716', '302')","['Adonal Foyle', 'Chris Mills', 'Antawn Jamison', 'Larry Hughes', 'Mookie Blaylock']",3,0,7,1,3,25.71428571428571,home,Adonal Foyle | Chris Mills | Antawn Jamison | Larry Hughes | Mookie Blaylock,"('1502', '168', '1712', '1716', '302')",1610612744,Golden State Warriors,-0.007551591794571979,0.03783783783783784,0.08333333333333333,25.827905293662308
"('1521', '178', '2052', '252', '304')","['Jacque Vaughn', 'Olden Polynice', 'DeShawn Stevenson', 'Karl Malone', 'John Stockton']",-48,-83,84,3,35,25.0,home,Jacque Vaughn | Olden Polynice | DeShawn Stevenson | Karl Malone | John Stockton,"('1521', '178', '2052', '252', '304')",1610612762,Utah Jazz,0.02978169874770916,0.4540540540540541,0.25,25.733835752801763
"('1709', '1885', '2047', '399', '976')","['Michael Olowokandi', 'Lamar Odom', 'Quentin Richardson', 'Sean Rooks', 'Jeff McInnis']",8,0,19,2,8,25.26315789473684,home,Michael Olowokandi | Lamar Odom | Quentin Richardson | Sean Rooks | Jeff McInnis,"('1709', '1885', '2047', '399', '976')",1610612746,Los Angeles Clippers,-0.0110396346825463,0.10270270270270271,0.16666666666666666,25.521487629423664
"('1134', '1710', '3', '949', '970')","['Ike Austin', 'Mike Bibby', 'Grant Long', 'Shareef Abdur-Rahim', 'Othella Harrington']",5,0,12,1,5,25.0,home,Ike Austin | Mike Bibby | Grant Long | Shareef Abdur-Rahim | Othella Harrington,"('1134', '1710', '3', '949', '970')",1610612763,Memphis Grizzlies,0.00752227800023092,0.06486486486486487,0.08333333333333333,25.15572047619843
"('166', '270', '296', '406', '977')","['Ron Harper', 'Horace Grant', 'Rick Fox', ""Shaquille O'Neal"", 'Kobe Bryant']",9,2,17,2,7,24.70588235294117,home,Ron Harper | Horace Grant | Rick Fox | Shaquille O'Neal | Kobe Bryant,"('166', '270', '296', '406', '977')",1610612747,Los Angeles Lakers,0.006326105149666761,0.0918918918918919,0.16666666666666666,24.970767016649397
"('1477', '1853', '190', '193', '224')","['Bruce Bowen', 'Anthony Carter', 'Duane Causwell', 'Anthony Mason', 'Eddie Jones']",-55,-86,78,5,31,23.846153846153843,home,Bruce Bowen | Anthony Carter | Duane Causwell | Anthony Mason | Eddie Jones,"('1477', '1853', '190', '193', '224')",1610612748,Miami Heat,-0.00633691104956256,0.42162162162162165,0.4166666666666667,24.67810522339257
"('1501', '2038', '208', '283', '679')","['Tim Thomas', 'Joel Przybilla', 'Sam Cassell', 'Lindsey Hunter', 'Jason Caffey']",4,0,10,2,4,24.0,home,Tim Thomas | Joel Przybilla | Sam Cassell | Lindsey Hunter | Jason Caffey,"('1501', '2038', '208', '283', '679')",1610612749,Milwaukee Bucks,-0.0005829922676719799,0.05405405405405406,0.16666666666666666,24.22013772845305
"('1074', '1533', '1544', '1683', '1898')","['Matt Maloney', 'Anthony Johnson', 'Chris Crawford', 'Larry Robinson', 'Cal Bowdler']",2,0,5,2,2,24.0,home,Matt Maloney | Anthony Johnson | Chris Crawford | Larry Robinson | Cal Bowdler,"('1074', '1533', '1544', '1683', '1898')",1610612737,Atlanta Hawks,-0.011002198456926262,0.02702702702702703,0.16666666666666666,24.18269149523677
"('1065', '164', '26', '275', '84')","['Erick Strickland', 'Chris Childs', 'Luc Longley', 'Allan Houston', 'Latrell Sprewell']",6,0,15,1,6,24.0,home,Erick Strickland | Chris Childs | Luc Longley | Allan Houston | Latrell Sprewell,"('1065', '164', '26', '275', '84')",1610612752,New York Knicks,0.011224239176774281,0.08108108108108109,0.08333333333333333,24.175638653591186
"('15', '1885', '2032', '2047', '399')","['Eric Piatkowski', 'Lamar Odom', 'Darius Miles', 'Quentin Richardson', 'Sean Rooks']",7,1,15,1,6,24.0,home,Eric Piatkowski | Lamar Odom | Darius Miles | Quentin Richardson | Sean Rooks,"('15', '1885', '2032', '2047', '399')",1610612746,Los Angeles Clippers,-0.006830018469218201,0.08108108108108109,0.08333333333333333,24.157584395945193
"('1502', '1504', '168', '1716', '302')","['Adonal Foyle', 'Danny Fortson', 'Chris Mills', 'Larry Hughes', 'Mookie Blaylock']",6,0,15,1,6,24.0,home,Adonal Foyle | Danny Fortson | Chris Mills | Larry Hughes | Mookie Blaylock,"('1502', '1504', '168', '1716', '302')",1610612744,Golden State Warriors,-0.01263023610345948,0.08108108108108109,0.08333333333333333,24.151784178310955
"('109', '296', '323', '375', '977')","['Robert Horry', 'Rick Fox', 'Greg Foster', 'Isaiah Rider', 'Kobe Bryant']",4,0,10,1,4,24.0,home,Robert Horry | Rick Fox | Greg Foster | Isaiah Rider | Kobe Bryant,"('109', '296', '323', '375', '977')",1610612747,Los Angeles Lakers,0.00543487568807104,0.05405405405405406,0.08333333333333333,24.142822263075455
"('1509', '1749', '1883', '2044', '983')","['Kelvin Cato', 'Cuttino Mobley', 'Steve Francis', 'Jason Collier', 'Moochie Norris']",4,0,10,1,4,24.0,home,Kelvin Cato | Cuttino Mobley | Steve Francis | Jason Collier | Moochie Norris,"('1509', '1749', '1883', '2044', '983')",1610612745,Houston Rockets,0.0006973949318947195,0.05405405405405406,0.08333333333333333,24.13808478231928
"('1737', '1908', '1928', '2143', '243')","['Nazr Mohammed', 'Jumaine Jones', 'Todd MacCulloch', 'Pepe Sanchez', 'Aaron McKie']",2,0,5,1,2,24.0,home,Nazr Mohammed | Jumaine Jones | Todd MacCulloch | Pepe Sanchez | Aaron McKie,"('1737', '1908', '1928', '2143', '243')",1610612755,Philadelphia 76ers,0.02730235998409484,0.02702702702702703,0.08333333333333333,24.137662720344455
"('1890', '201', '2101', '467', '915')","['Shawn Marion', 'Chris Dudley', 'Paul McPherson', 'Jason Kidd', 'Rodney Rogers']",2,0,5,1,2,24.0,home,Shawn Marion | Chris Dudley | Paul McPherson | Jason Kidd | Rodney Rogers,"('1890', '201', '2101', '467', '915')",1610612756,Phoenix Suns,0.026212799734416682,0.02702702702702703,0.08333333333333333,24.136573160094777
"('1521', '178', '1900', '252', '304')","['Jacque Vaughn', 'Olden Polynice', 'Quincy Lewis', 'Karl Malone', 'John Stockton']",2,0,5,1,2,24.0,home,Jacque Vaughn | Olden Polynice | Quincy Lewis | Karl Malone | John Stockton,"('1521', '178', '1900', '252', '304')",1610612762,Utah Jazz,0.02587929784656386,0.02702702702702703,0.08333333333333333,24.136239658206925
"('1521', '178', '2052', '304', '923')","['Jacque Vaughn', 'Olden Polynice', 'DeShawn Stevenson', 'John Stockton', 'Donyell Marshall']",2,0,5,1,2,24.0,home,Jacque Vaughn | Olden Polynice | DeShawn Stevenson | John Stockton | Donyell Marshall,"('1521', '178', '2052', '304', '923')",1610612762,Utah Jazz,0.01925544248903752,0.02702702702702703,0.08333333333333333,24.129615802849397
"('15', '1709', '2032', '2039', '400')","['Eric Piatkowski', 'Michael Olowokandi', 'Darius Miles', 'Keyon Dooling', 'Derek Strong']",4,0,10,1,4,24.0,home,Eric Piatkowski | Michael Olowokandi | Darius Miles | Keyon Dooling | Derek Strong,"('15', '1709', '2032', '2039', '400')",1610612746,Los Angeles Clippers,-0.01085937386225164,0.05405405405405406,0.08333333333333333,24.12652801352513
"('128', '178', '304', '317', '330')","['David Benoit', 'Olden Polynice', 'John Stockton', 'John Starks', 'Danny Manning']",2,0,5,1,2,24.0,home,David Benoit | Olden Polynice | John Stockton | John Starks | Danny Manning,"('128', '178', '304', '317', '330')",1610612762,Utah Jazz,0.011926734781864439,0.02702702702702703,0.08333333333333333,24.122287095142223
"('109', '2130', '375', '406', '977')","['Robert Horry', 'Mike Penberthy', 'Isaiah Rider', ""Shaquille O'Neal"", 'Kobe Bryant']",2,0,5,1,2,24.0,home,Robert Horry | Mike Penberthy | Isaiah Rider | Shaquille O'Neal | Kobe Bryant,"('109', '2130', '375', '406', '977')",1610612747,Los Angeles Lakers,0.010658198499363818,0.02702702702702703,0.08333333333333333,24.121018558859724
"('121', '1739', '1742', '2046', '452')","['Patrick Ewing', 'Ruben Patterson', 'Shammond Williams', 'Desmond Mason', 'Vin Baker']",2,0,5,1,2,24.0,home,Patrick Ewing | Ruben Patterson | Shammond Williams | Desmond Mason | Vin Baker,"('121', '1739', '1742', '2046', '452')",1610612760,Oklahoma City Thunder,0.00886759718804466,0.02702702702702703,0.08333333333333333,24.119227957548404
