player_1,player_2,total_net_points,total_duration,total_stints,impact_per_60
1713,788,-17,1033,75,-0.016456921587608905
1713,891,65,1424,86,0.04564606741573034
1713,895,1,394,26,0.0025380710659898475
1714,1723,5,910,80,0.005494505494505495
1714,1889,72,1564,126,0.04603580562659847
1714,1892,28,1598,126,0.017521902377972465
1714,2036,19,725,65,0.02620689655172414
1714,221,13,1179,82,0.01102629346904156
1714,423,-25,744,63,-0.033602150537634407
1714,441,-10,731,62,-0.013679890560875513
1714,445,1,941,74,0.0010626992561105207
1714,902,-43,675,52,-0.0637037037037037
1714,980,12,377,28,0.03183023872679045
1715,185,33,1824,114,0.018092105263157895
1715,2045,45,834,69,0.0539568345323741
1715,468,3,895,72,0.0033519553072625698
1715,57,4,1619,110,0.0024706609017912293
1715,978,-26,950,49,-0.02736842105263158
1716,219,-25,555,43,-0.04504504504504504
1716,228,-45,1249,90,-0.036028823058446756
1716,302,-12,1669,103,-0.007189934092270821
1716,682,22,657,45,0.0334855403348554
1716,904,8,609,40,0.013136288998357963
1716,956,-2,1128,70,-0.0017730496453900709
1716,988,0,359,25,0.0
1717,1761,-14,1170,89,-0.011965811965811967
1717,2042,-50,1563,123,-0.03198976327575176
1717,2059,-36,1950,146,-0.018461538461538463
1717,363,33,2051,158,0.016089712335446125
1717,458,-9,2391,183,-0.0037641154328732747
1717,714,-77,3481,228,-0.02212008043665613
1717,762,-74,2770,188,-0.026714801444043323
1717,919,-14,692,53,-0.02023121387283237
1717,93,-73,1739,127,-0.041978148361127086
1717,959,-30,1125,77,-0.02666666666666667
1718,179,-138,3102,239,-0.04448742746615087
1718,1914,-48,1127,81,-0.04259094942324756
1718,2040,8,615,57,0.013008130081300813
1718,677,-58,2599,192,-0.022316275490573297
1718,713,-31,492,32,-0.06300813008130081
1718,72,4,521,38,0.007677543186180422
1718,753,-62,875,65,-0.07085714285714285
1718,77,-51,719,52,-0.07093184979137691
1718,952,-26,807,54,-0.0322180916976456
1718,958,-8,929,78,-0.008611410118406888
1719,176,-14,205,16,-0.06829268292682927
1719,21,-6,833,61,-0.007202881152460984
1719,278,-16,687,53,-0.023289665211062592
1719,431,-1,1434,114,-0.000697350069735007
1719,717,17,249,30,0.06827309236947791
1719,739,38,2097,154,0.018121125417262757
1719,757,-1,2043,145,-0.0004894762604013706
1719,905,-26,1213,95,-0.021434460016488046
1719,937,9,584,40,0.015410958904109588
1720,1727,52,1915,140,0.027154046997389034
1720,2034,-48,1592,134,-0.03015075376884422
1720,255,9,216,15,0.041666666666666664
1720,353,3,2126,138,0.0014111006585136407
1720,386,34,613,44,0.05546492659053834
1720,42,-2,750,55,-0.0026666666666666666
1720,448,-15,1092,74,-0.013736263736263736
1720,680,-36,529,33,-0.06805293005671077
1721,1899,25,2266,151,0.011032656663724626
1721,426,-31,758,82,-0.040897097625329816
1721,45,10,1654,150,0.006045949214026602
1721,686,24,665,49,0.03609022556390978
1721,702,29,901,98,0.03218645948945616
1721,89,3,536,49,0.005597014925373134
1722,1800,16,1209,87,0.013234077750206782
1722,2031,-19,354,21,-0.05367231638418079
1722,236,50,869,55,0.05753739930955121
1722,3,30,1076,67,0.027881040892193308
1722,735,68,1073,63,0.06337371854613234
1722,949,33,405,26,0.08148148148148149
1722,970,-2,432,33,-0.004629629629629629
1723,1889,-69,2164,133,-0.03188539741219963
1723,1892,-1,1200,87,-0.0008333333333333334
1723,2036,34,724,49,0.04696132596685083
1723,221,-63,2038,114,-0.030912659470068694
1723,423,-97,1397,86,-0.06943450250536864
1723,441,-45,1567,89,-0.02871729419272495
1723,445,13,592,42,0.02195945945945946
1723,902,21,347,33,0.06051873198847262
1723,980,-16,359,25,-0.04456824512534819
1724,1802,-21,338,21,-0.0621301775147929
1724,1882,-39,559,48,-0.06976744186046512
1724,1897,-25,445,37,-0.056179775280898875
1724,1913,-5,390,37,-0.01282051282051282
1725,1734,-8,374,16,-0.0213903743315508
1725,1887,-17,2000,119,-0.0085
1725,1895,-43,1140,90,-0.037719298245614034
1725,210,27,1436,81,0.018802228412256268
1725,324,-79,1789,121,-0.044158747903856904
1725,417,6,714,57,0.008403361344537815
1725,708,-1,450,25,-0.0022222222222222222
1727,2034,-25,2566,211,-0.009742790335151987
1727,255,4,549,45,0.007285974499089253
1727,353,0,3132,214,0.0
1727,386,9,593,43,0.01517706576728499
1727,42,-11,1265,108,-0.008695652173913044
1727,448,40,1275,94,0.03137254901960784
1727,680,4,978,68,0.00408997955010225
1727,690,15,251,16,0.05976095617529881
1728,1891,-45,1356,87,-0.033185840707964605
1728,2035,-51,812,64,-0.06280788177339902
1728,2069,-9,298,19,-0.030201342281879196
1728,673,13,881,54,0.014755959137343927
1728,754,-7,330,22,-0.021212121212121213
1730,1838,-12,1143,86,-0.010498687664041995
1730,1885,-66,1412,101,-0.046742209631728045
1730,1894,11,938,79,0.011727078891257996
1730,2032,-12,1110,83,-0.010810810810810811
1730,2039,8,252,23,0.031746031746031744
1730,2047,6,467,39,0.01284796573875803
1730,399,-37,620,47,-0.05967741935483871
1731,1904,-8,338,21,-0.023668639053254437
1731,2058,-6,293,20,-0.020477815699658702
1731,216,-4,290,21,-0.013793103448275862
1731,270,-15,531,33,-0.02824858757062147
1731,296,-21,845,63,-0.02485207100591716
1731,323,-6,418,38,-0.014354066985645933
1731,406,9,438,26,0.02054794520547945
1732,1751,33,2509,173,0.01315265045834994
1732,1888,36,3549,271,0.01014370245139476
1732,1916,-38,573,42,-0.06631762652705062
1732,1918,32,1444,98,0.0221606648199446
1732,393,79,2810,190,0.028113879003558717
1732,43,-18,1423,129,-0.012649332396345749
1732,436,58,1701,115,0.03409758965314521
1732,63,-31,1470,127,-0.02108843537414966
1732,685,71,707,62,0.10042432814710042
1732,782,-10,532,48,-0.018796992481203006
1733,1886,-50,1431,121,-0.03494060097833683
1733,1902,28,883,66,0.031710079275198186
1733,365,-44,1843,151,-0.02387411828540423
1733,371,-32,233,12,-0.13733905579399142
1733,397,-47,1980,149,-0.023737373737373738
1733,440,-1,1617,125,-0.0006184291898577613
1733,64,33,783,61,0.0421455938697318
1733,696,-11,961,66,-0.011446409989594173
1733,979,-13,438,36,-0.02968036529680365
1734,324,-22,323,15,-0.06811145510835913
1736,1882,-52,1598,111,-0.03254067584480601
1736,1897,-34,1175,78,-0.02893617021276596
1736,1913,-8,679,58,-0.011782032400589101
1736,2033,-14,959,77,-0.014598540145985401
1736,2037,-15,487,31,-0.030800821355236138
1736,2062,-14,234,17,-0.05982905982905983
1736,2064,17,268,21,0.06343283582089553
1737,1908,15,313,25,0.04792332268370607
1737,1928,-1,274,21,-0.0036496350364963502
1737,238,-2,522,50,-0.0038314176245210726
1737,243,5,936,86,0.005341880341880342
1737,248,9,757,63,0.011889035667107
1737,389,16,762,58,0.02099737532808399
1737,689,9,629,46,0.014308426073131956
1737,727,-4,545,46,-0.007339449541284404
1737,761,-25,297,22,-0.08417508417508418
1737,947,-6,361,32,-0.01662049861495845
1739,1740,69,3241,214,0.0212897253933971
1739,1741,-10,1025,69,-0.00975609756097561
1739,1742,-24,1235,100,-0.019433198380566803
1739,2046,-23,2778,209,-0.00827933765298776
1739,2106,-14,1908,146,-0.007337526205450734
1739,442,18,383,31,0.04699738903394256
1739,452,78,2171,146,0.03592814371257485
1739,56,59,866,60,0.06812933025404157
1739,699,14,754,60,0.01856763925729443
1740,1741,26,1070,61,0.024299065420560748
1740,1742,-3,1572,108,-0.0019083969465648854
1740,2046,19,2229,149,0.008524001794526694
1740,2106,18,1883,123,0.009559214020180564
1740,442,22,483,37,0.045548654244306416
1740,452,68,2150,130,0.03162790697674418
1740,56,102,1095,69,0.09315068493150686
1740,699,-15,1122,77,-0.013368983957219251
1741,1742,13,422,31,0.030805687203791468
1741,2046,-10,946,62,-0.010570824524312896
1741,2106,0,429,23,0.0
1741,452,8,1023,63,0.007820136852394917
1741,56,20,447,26,0.0447427293064877
1741,699,-8,429,27,-0.018648018648018648
1742,2046,-32,932,81,-0.034334763948497854
1742,2106,2,611,50,0.0032733224222585926
1742,452,7,843,72,0.00830367734282325
1747,2072,-15,245,27,-0.061224489795918366
1747,208,-3,326,24,-0.009202453987730062
1747,283,-18,627,56,-0.028708133971291867
1747,911,-19,216,22,-0.08796296296296297
1747,998,-14,308,33,-0.045454545454545456
1749,1883,16,1862,143,0.008592910848549946
1749,1903,14,2196,173,0.006375227686703097
1749,2044,-16,1250,106,-0.0128
1749,435,-10,690,48,-0.014492753623188406
1749,672,4,1747,130,0.0022896393817973667
1749,983,-22,1482,104,-0.014844804318488529
1751,1888,45,2471,174,0.018211250505868068
1751,1918,39,1122,80,0.034759358288770054
1751,393,78,2328,150,0.03350515463917526
1751,43,-2,603,53,-0.003316749585406302
1751,436,49,1328,78,0.036897590361445784
1751,63,-21,572,45,-0.03671328671328671
1751,782,11,678,50,0.016224188790560472
176,278,-2,469,32,-0.0042643923240938165
176,739,12,321,17,0.037383177570093455
176,757,-6,316,21,-0.0189873417721519
1761,2042,-8,224,23,-0.03571428571428571
1761,2059,-28,679,60,-0.041237113402061855
1761,363,2,650,58,0.003076923076923077
1761,458,2,640,56,0.003125
1761,714,-21,1180,86,-0.017796610169491526
1761,762,-21,982,71,-0.021384928716904276
1761,919,-2,225,22,-0.008888888888888889
1761,93,-22,667,54,-0.03298350824587706
1761,959,0,591,45,0.0
178,1900,26,840,55,0.030952380952380953
178,2052,43,644,43,0.06677018633540373
178,252,84,1787,97,0.047006155567991044
178,304,84,1957,115,0.04292284108329075
178,317,-4,793,46,-0.005044136191677175
178,330,6,303,27,0.019801980198019802
179,1914,-65,1053,72,-0.06172839506172839
179,2040,-24,911,81,-0.026344676180021953
179,677,-36,2213,175,-0.016267510167193855
179,713,-46,593,45,-0.0775716694772344
179,72,11,271,30,0.04059040590405904
179,753,-46,852,69,-0.0539906103286385
179,77,-30,837,55,-0.035842293906810034
179,952,2,579,51,0.0034542314335060447
179,958,-13,1183,103,-0.01098901098901099
1800,2031,-36,656,44,-0.054878048780487805
1800,236,35,2056,147,0.017023346303501944
1800,28,6,905,66,0.0066298342541436465
1800,3,-1,1909,124,-0.0005238344683080147
1800,51,11,704,55,0.015625
1800,735,11,1177,77,0.009345794392523364
1800,949,6,752,50,0.007978723404255319
1800,970,8,387,33,0.020671834625323
1802,1882,-28,399,27,-0.07017543859649122
1802,1897,-17,335,23,-0.050746268656716415
1802,1913,5,223,18,0.02242152466367713
1802,2062,3,201,15,0.014925373134328358
1802,697,3,283,21,0.01060070671378092
182,2043,-5,924,71,-0.005411255411255411
182,376,-32,519,43,-0.06165703275529865
182,711,9,469,36,0.019189765458422176
182,961,-3,322,29,-0.009316770186335404
182,966,9,334,33,0.02694610778443114
1838,1885,-95,3040,187,-0.03125
1838,1894,-61,1158,78,-0.05267702936096719
1838,1985,3,250,16,0.012
1838,2032,33,1254,83,0.02631578947368421
1838,2039,7,1087,70,0.006439742410303588
1838,2047,-9,753,50,-0.01195219123505976
1838,399,3,1601,117,0.0018738288569643974
1838,400,-58,807,47,-0.07187112763320942
1838,976,-7,660,37,-0.010606060606060607
185,2045,24,313,22,0.07667731629392971
185,468,25,1946,138,0.012846865364850977
185,57,42,2410,144,0.017427385892116183
185,978,-19,1759,103,-0.010801591813530414
185,98,7,343,24,0.02040816326530612
1853,190,-40,2557,185,-0.01564333202972233
1853,193,-39,3340,259,-0.011676646706586826
1853,2067,-10,486,50,-0.0205761316872428
1853,224,7,1645,130,0.00425531914893617
1853,258,-69,1438,109,-0.04798331015299027
1853,896,-21,999,81,-0.021021021021021023
1853,920,-20,892,80,-0.02242152466367713
1882,1897,-39,3535,235,-0.011032531824611032
1882,1913,-29,2820,207,-0.01028368794326241
1882,2033,-73,1969,156,-0.03707465718638903
1882,2037,-1,865,58,-0.0011560693641618498
1882,2062,-36,972,71,-0.037037037037037035
1882,2064,23,1155,85,0.019913419913419914
1882,697,-23,1085,84,-0.02119815668202765
1883,1903,2,1436,103,0.001392757660167131
1883,2044,-9,738,69,-0.012195121951219513
1883,435,-11,210,16,-0.05238095238095238
1883,672,5,532,31,0.009398496240601503
1883,983,9,780,54,0.011538461538461539
1884,1924,35,322,20,0.10869565217391304
1884,1944,-29,925,57,-0.03135135135135135
1884,2048,-5,1817,99,-0.00275178866263071
1884,469,-60,2340,125,-0.02564102564102564
1884,695,-47,686,45,-0.06851311953352769
1884,765,-16,342,25,-0.04678362573099415
1884,901,-21,333,23,-0.06306306306306306
1884,922,5,595,25,0.008403361344537815
1884,934,-21,345,23,-0.06086956521739131
1885,1894,-58,1528,101,-0.03795811518324607
1885,1985,-1,277,18,-0.0036101083032490976
1885,2032,-32,2040,137,-0.01568627450980392
1885,2039,-22,1560,95,-0.014102564102564103
1885,2047,-28,1726,118,-0.016222479721900347
1885,399,-51,2356,163,-0.02164685908319185
1885,400,-61,1093,66,-0.055809698078682524
1885,976,8,1091,65,0.007332722273143905
1886,1902,34,887,77,0.038331454340473504
1886,365,-31,1664,151,-0.018629807692307692
1886,397,-50,1551,122,-0.032237266279819474
1886,440,-19,1044,95,-0.018199233716475097
1886,64,5,392,42,0.012755102040816327
1886,696,-21,343,20,-0.061224489795918366
1886,979,-22,325,23,-0.06769230769230769
1887,1895,6,1019,76,0.005888125613346418
1887,210,22,1400,101,0.015714285714285715
1887,324,-56,1742,130,-0.03214695752009185
1887,417,35,285,27,0.12280701754385964
1887,708,9,445,29,0.020224719101123594
1888,1916,-19,977,67,-0.019447287615148412
1888,1918,19,1215,93,0.015637860082304528
1888,393,79,3403,239,0.023214810461357625
1888,43,-7,1628,141,-0.0042997542997543
1888,436,36,1807,131,0.01992252351964582
1888,63,-48,1582,139,-0.03034134007585335
1888,685,52,1276,100,0.04075235109717868
1888,782,26,1268,94,0.02050473186119874
1889,1892,34,1739,129,0.019551466359977
1889,2036,34,725,51,0.04689655172413793
1889,221,-36,2654,149,-0.013564431047475508
1889,423,-78,1002,68,-0.07784431137724551
1889,441,-26,1613,86,-0.016119032858028518
1889,445,31,741,52,0.04183535762483131
1889,980,3,605,33,0.0049586776859504135
1890,201,61,1723,124,0.035403366221706326
1890,2091,36,2726,178,0.013206162876008804
1890,2092,-5,478,35,-0.010460251046025104
1890,2101,58,1024,85,0.056640625
1890,339,8,724,45,0.011049723756906077
1890,361,83,3210,208,0.025856697819314642
1890,467,46,4127,262,0.011146110976496244
1890,53,14,732,56,0.01912568306010929
1890,915,69,2244,179,0.03074866310160428
1890,916,9,810,54,0.011111111111111112
1890,960,2,952,58,0.0021008403361344537
1891,2035,-54,2524,178,-0.021394611727416798
1891,2069,-35,1159,82,-0.030198446937014668
1891,673,1,2231,158,0.00044822949350067237
1891,754,10,729,50,0.013717421124828532
1892,2036,42,704,58,0.05965909090909091
1892,221,5,1619,112,0.0030883261272390363
1892,423,-23,623,36,-0.03691813804173355
1892,441,-4,558,44,-0.007168458781362007
1892,902,-13,365,26,-0.03561643835616438
1892,980,4,354,23,0.011299435028248588
1894,2032,23,971,78,0.02368692070030896
1894,2039,2,508,37,0.003937007874015748
1894,2047,-1,268,23,-0.0037313432835820895
1894,399,-5,879,70,-0.005688282138794084
1894,400,-75,383,19,-0.195822454308094
1894,976,3,206,14,0.014563106796116505
1895,210,-2,376,33,-0.005319148936170213
1895,324,-32,731,63,-0.04377564979480164
1895,417,-8,552,37,-0.014492753623188406
1895,708,8,271,22,0.02952029520295203
1897,1913,-22,2426,176,-0.009068425391591096
1897,2033,-96,1710,128,-0.056140350877192984
1897,2037,1,570,37,0.0017543859649122807
1897,2062,-17,635,46,-0.026771653543307086
1897,2064,44,642,42,0.06853582554517133
1897,697,-31,500,36,-0.062
1899,426,-18,836,67,-0.0215311004784689
1899,45,27,1652,119,0.016343825665859565
1899,686,20,1671,106,0.011968880909634948
1899,702,40,1360,95,0.029411764705882353
1899,89,15,779,61,0.019255455712451863
190,193,-8,3643,245,-0.0021959923140269007
190,2067,-3,388,40,-0.007731958762886598
190,224,46,2205,154,0.020861678004535148
190,258,-61,1942,121,-0.03141091658084449
190,896,-24,1051,66,-0.022835394862036156
190,920,7,402,32,0.017412935323383085
1900,2052,17,280,17,0.060714285714285714
1900,252,62,1626,106,0.038130381303813035
1900,304,41,1741,128,0.023549684089603676
1900,317,8,239,18,0.03347280334728033
1900,330,22,570,51,0.03859649122807018
1900,731,6,518,37,0.011583011583011582
1900,935,15,225,22,0.06666666666666667
1902,365,55,1254,101,0.043859649122807015
1902,397,43,1159,91,0.03710094909404659
1902,440,31,930,70,0.03333333333333333
1902,696,-6,548,40,-0.010948905109489052
1903,2044,-23,737,64,-0.031207598371777476
1903,435,-12,343,24,-0.03498542274052478
1903,672,0,1004,77,0.0
1903,983,-11,1046,87,-0.010516252390057362
1904,2058,-15,508,30,-0.02952755905511811
1904,2130,-20,702,49,-0.02849002849002849
1904,216,15,306,16,0.049019607843137254
1904,270,17,680,46,0.025
1904,296,1,592,41,0.0016891891891891893
1904,323,-16,294,17,-0.05442176870748299
1904,375,9,421,34,0.021377672209026127
1904,406,23,369,29,0.06233062330623306
1906,1944,9,264,22,0.03409090909090909
1906,2048,7,256,24,0.02734375
1913,2033,-77,1632,131,-0.04718137254901961
1913,2037,-2,366,24,-0.00546448087431694
1913,2062,-17,612,50,-0.027777777777777776
1913,2064,2,1006,68,0.0019880715705765406
1913,697,-45,897,67,-0.05016722408026756
1914,677,-33,894,75,-0.03691275167785235
1914,713,-19,287,16,-0.06620209059233449
1914,958,-16,282,19,-0.05673758865248227
1915,2030,66,3830,252,0.01723237597911227
1915,2066,15,259,22,0.05791505791505792
1915,271,12,2449,180,0.004899959167006942
1915,29,-41,662,41,-0.061933534743202415
1915,383,62,1876,120,0.03304904051172708
1915,446,-3,283,28,-0.01060070671378092
1915,950,-11,394,29,-0.027918781725888325
1916,393,-17,977,65,-0.017400204708290685
1916,43,-22,292,23,-0.07534246575342465
1916,436,-11,442,31,-0.024886877828054297
1916,63,-19,378,30,-0.05026455026455026
1916,782,16,308,24,0.05194805194805195
1918,393,38,709,48,0.0535966149506347
1918,43,-3,500,40,-0.006
1918,436,23,345,21,0.06666666666666667
1918,63,-15,311,27,-0.04823151125401929
1924,1944,-1,258,24,-0.003875968992248062
1924,2048,60,1044,82,0.05747126436781609
1924,469,11,870,65,0.01264367816091954
1924,695,16,717,61,0.022315202231520222
1924,922,0,213,17,0.0
1928,238,4,594,50,0.006734006734006734
1928,243,12,1107,94,0.01084010840108401
1928,248,19,946,77,0.0200845665961945
1928,389,-16,678,54,-0.02359882005899705
1928,689,0,524,42,0.0
193,2067,-3,668,62,-0.004491017964071856
193,224,32,2948,206,0.010854816824966078
193,258,-80,2700,172,-0.02962962962962963
193,896,-51,2153,153,-0.023687877380399444
193,920,25,1089,94,0.02295684113865932
193,957,-19,313,29,-0.06070287539936102
1944,2048,14,1594,122,0.00878293601003764
1944,469,15,705,51,0.02127659574468085
1944,695,2,931,66,0.0021482277121374865
1944,765,6,798,62,0.007518796992481203
1944,901,2,240,20,0.008333333333333333
1944,922,-19,204,12,-0.09313725490196079
1944,934,7,331,30,0.021148036253776436
1956,198,-1,254,20,-0.003937007874015748
1956,251,-18,200,18,-0.09
198,251,-19,2858,228,-0.006648005598320504
198,345,-21,634,63,-0.033123028391167195
198,422,-46,1061,83,-0.043355325164938736
198,70,-16,402,35,-0.03980099502487562
198,764,13,264,24,0.04924242424242424
198,955,-19,485,43,-0.03917525773195876
198,990,-7,482,37,-0.014522821576763486
1985,2032,-5,275,22,-0.01818181818181818
201,2091,23,1199,88,0.019182652210175146
201,2092,-7,524,42,-0.013358778625954198
201,2101,58,652,60,0.08895705521472393
201,361,68,2032,143,0.03346456692913386
201,467,44,2009,142,0.021901443504230962
201,53,-10,294,28,-0.034013605442176874
201,915,57,1128,102,0.05053191489361702
201,916,15,400,31,0.0375
201,960,8,231,16,0.03463203463203463
2030,2066,16,217,18,0.07373271889400922
2030,271,17,2277,162,0.007465963987703118
2030,29,-45,1096,69,-0.04105839416058394
2030,383,53,2364,154,0.02241962774957699
2030,446,6,419,36,0.014319809069212411
2030,950,-11,266,19,-0.041353383458646614
2031,236,-14,490,33,-0.02857142857142857
2031,3,-5,406,27,-0.012315270935960592
2031,735,-11,205,13,-0.05365853658536585
2032,2039,15,945,62,0.015873015873015872
2032,2047,-1,1067,80,-0.0009372071227741331
2032,399,-22,1329,99,-0.01655379984951091
2032,400,20,273,26,0.07326007326007326
2032,976,4,500,32,0.008
2033,2037,-16,332,22,-0.04819277108433735
2033,2062,-21,599,52,-0.035058430717863104
2033,2064,-1,446,39,-0.002242152466367713
2033,697,-49,496,39,-0.09879032258064516
2034,255,5,405,39,0.012345679012345678
2034,353,-126,3082,225,-0.040882543802725504
2034,386,-5,464,37,-0.010775862068965518
2034,42,-55,1154,98,-0.047660311958405546
2034,448,-65,1980,124,-0.03282828282828283
2034,680,-62,1009,70,-0.061446977205153616
2034,690,16,441,33,0.036281179138321996
2034,692,-12,314,20,-0.03821656050955414
2035,2069,-30,744,46,-0.04032258064516129
2035,673,-20,1539,120,-0.01299545159194282
2035,754,-24,368,30,-0.06521739130434782
2036,221,35,632,44,0.055379746835443035
2036,441,25,416,29,0.06009615384615385
2036,445,-1,272,29,-0.003676470588235294
2038,208,12,601,34,0.019966722129783693
2038,283,8,435,32,0.01839080459770115
2038,299,18,597,31,0.03015075376884422
2038,911,14,222,11,0.06306306306306306
2038,951,16,293,18,0.05460750853242321
2039,2047,-22,798,53,-0.02756892230576441
2039,399,-10,885,65,-0.011299435028248588
2040,677,29,534,44,0.054307116104868915
2040,713,-10,260,21,-0.038461538461538464
2040,958,8,205,18,0.03902439024390244
2042,2059,-16,894,76,-0.017897091722595078
2042,363,-14,772,64,-0.018134715025906734
2042,458,-31,1330,118,-0.02330827067669173
2042,714,-43,1195,96,-0.03598326359832636
2042,762,-50,975,80,-0.05128205128205128
2042,919,0,304,26,0.0
2042,93,-42,843,78,-0.0498220640569395
2042,959,9,216,12,0.041666666666666664
2043,344,4,422,34,0.009478672985781991
2043,376,-74,980,75,-0.07551020408163266
2043,688,-20,888,74,-0.02252252252252252
2043,693,24,285,27,0.08421052631578947
2043,711,-26,1031,82,-0.02521823472356935
2043,76,-8,710,58,-0.011267605633802818
2043,961,5,517,46,0.009671179883945842
2043,966,18,1010,86,0.01782178217821782
2044,672,-11,494,39,-0.022267206477732792
2044,983,10,597,47,0.01675041876046901
2045,468,12,233,18,0.05150214592274678
2045,57,18,391,38,0.04603580562659847
2046,2106,-5,1805,130,-0.002770083102493075
2046,452,26,1442,106,0.018030513176144243
2046,56,21,486,31,0.043209876543209874
2046,699,-3,467,41,-0.006423982869379015
2047,399,10,1501,108,0.006662225183211193
2047,400,4,422,31,0.009478672985781991
2047,976,-5,630,44,-0.007936507936507936
2048,469,33,2950,194,0.011186440677966102
2048,695,75,1822,140,0.041163556531284305
2048,765,-8,851,70,-0.009400705052878966
2048,901,-14,638,46,-0.0219435736677116
2048,934,13,350,35,0.037142857142857144
2050,209,-10,1084,79,-0.00922509225092251
2050,213,111,2426,166,0.045754328112118714
2050,349,108,2593,187,0.04165059776320864
2050,722,68,905,57,0.07513812154696133
2050,788,-29,1019,76,-0.02845927379784102
2050,891,-11,835,66,-0.013173652694610778
2050,895,6,617,41,0.009724473257698542
2052,252,81,1062,65,0.07627118644067797
2052,304,43,1234,84,0.03484602917341977
2052,317,7,653,47,0.010719754977029096
2052,731,13,210,13,0.06190476190476191
2054,2101,12,222,13,0.05405405405405406
2058,2130,-17,800,58,-0.02125
2058,216,9,781,51,0.011523687580025609
2058,270,5,528,36,0.00946969696969697
2058,296,1,826,59,0.0012106537530266344
2058,323,-4,489,32,-0.0081799591002045
2058,375,4,304,22,0.013157894736842105
2058,406,1,266,18,0.0037593984962406013
2059,363,13,849,67,0.015312131919905771
2059,458,-6,1354,121,-0.004431314623338257
2059,714,-43,1973,139,-0.021794221996958945
2059,762,-68,1539,116,-0.044184535412605586
2059,919,-13,548,41,-0.023722627737226276
2059,93,-13,727,73,-0.017881705639614855
2059,959,-6,681,55,-0.00881057268722467
2062,697,-21,532,34,-0.039473684210526314
2064,697,-20,432,32,-0.046296296296296294
2066,271,18,533,48,0.03377110694183865
2066,29,-1,233,20,-0.004291845493562232
2067,258,-11,375,33,-0.029333333333333333
2067,920,-5,251,18,-0.0199203187250996
2067,957,-14,209,16,-0.06698564593301436
2068,275,23,464,43,0.04956896551724138
2068,369,13,244,22,0.05327868852459016
2068,703,-3,283,29,-0.01060070671378092
2068,779,1,378,39,0.0026455026455026454
2069,673,-2,802,55,-0.0024937655860349127
2072,283,-17,250,27,-0.068
208,281,-3,825,66,-0.0036363636363636364
208,283,64,3415,252,0.018740849194729136
208,299,0,3582,244,0.0
208,679,-30,1869,121,-0.016051364365971106
208,760,-7,472,36,-0.014830508474576272
208,911,-82,1885,130,-0.04350132625994695
208,951,53,1455,95,0.036426116838487975
208,998,-5,538,36,-0.00929368029739777
2084,219,-5,383,27,-0.013054830287206266
2084,228,-13,221,16,-0.058823529411764705
209,213,-44,1397,83,-0.031496062992125984
209,349,-58,1751,109,-0.03312392918332382
209,722,-33,405,27,-0.08148148148148149
209,788,-22,568,35,-0.03873239436619718
209,891,-16,745,52,-0.021476510067114093
209,895,-10,328,23,-0.03048780487804878
2091,2092,-9,259,21,-0.03474903474903475
2091,2101,-4,596,45,-0.006711409395973154
2091,339,-2,719,46,-0.0027816411682892906
2091,361,63,2284,139,0.027583187390542906
2091,467,49,3280,214,0.014939024390243902
2091,53,17,431,30,0.03944315545243619
2091,915,25,1378,128,0.018142235123367198
2091,916,5,298,21,0.016778523489932886
2091,960,30,867,56,0.03460207612456748
2092,361,-15,368,32,-0.04076086956521739
2092,467,-36,459,34,-0.0784313725490196
2092,915,-3,236,19,-0.012711864406779662
21,278,18,818,70,0.022004889975550123
21,431,-21,871,65,-0.024110218140068886
21,739,-6,1254,95,-0.004784688995215311
21,757,-30,415,31,-0.07228915662650602
21,905,-17,727,54,-0.023383768913342505
21,937,-23,278,23,-0.08273381294964029
210,324,-53,1936,131,-0.02737603305785124
210,417,14,481,49,0.029106029106029108
210,708,-6,703,42,-0.008534850640113799
2101,339,26,733,52,0.03547066848567531
2101,361,63,1030,76,0.06116504854368932
2101,467,21,1123,80,0.018699910952804988
2101,915,13,608,56,0.02138157894736842
2101,960,9,377,23,0.023872679045092837
2106,452,-18,682,52,-0.026392961876832845
2106,56,-2,414,33,-0.004830917874396135
2106,699,-34,692,51,-0.049132947976878616
213,349,161,4092,246,0.039345063538611925
213,722,131,1979,111,0.06619504800404244
213,788,-43,660,48,-0.06515151515151515
213,891,64,991,50,0.06458123107971746
213,895,20,463,31,0.04319654427645788
2130,216,5,668,47,0.0074850299401197605
2130,270,17,1211,86,0.014037985136251032
2130,296,12,1046,74,0.011472275334608031
2130,323,2,627,40,0.003189792663476874
2130,375,44,771,54,0.057068741893644616
2130,406,19,430,29,0.044186046511627906
2130,977,21,221,16,0.09502262443438914
216,270,15,2136,127,0.007022471910112359
216,296,6,1872,125,0.003205128205128205
216,323,8,465,22,0.017204301075268817
216,375,12,684,39,0.017543859649122806
216,406,32,1331,71,0.02404207362885049
216,977,-29,650,37,-0.04461538461538461
219,228,-4,444,37,-0.009009009009009009
219,302,-14,472,37,-0.029661016949152543
219,682,15,203,16,0.07389162561576355
219,904,-11,211,18,-0.052132701421800945
219,956,-7,558,37,-0.012544802867383513
221,423,-89,1063,72,-0.08372530573847602
221,441,-52,1771,108,-0.029361942405420668
221,445,5,672,47,0.00744047619047619
221,902,-7,401,40,-0.017456359102244388
221,980,-14,355,20,-0.03943661971830986
224,258,-33,1691,110,-0.019515079834417505
224,896,-18,1028,74,-0.017509727626459144
224,920,20,342,31,0.05847953216374269
