home_lineup_tuple,away_lineup_tuple,total_home_points,total_away_points,total_duration,total_stints,net_points,net_per_60
"('1747', '2038', '2072', '283', '679')","('1499', '1718', '677', '753', '77')",0,0,2,1,0,0.0
"('1747', '2038', '2072', '283', '998')","('133', '136', '1906', '1924', '2121')",14,4,34,1,10,17.647058823529413
"('1747', '2038', '2072', '283', '998')","('133', '136', '1906', '1944', '2048')",0,0,5,1,0,0.0
"('1747', '2038', '2072', '283', '998')","('133', '136', '1906', '2048', '2121')",0,0,9,1,0,0.0
"('1747', '2038', '2072', '283', '998')","('133', '136', '1924', '1944', '2048')",0,0,8,1,0,0.0
"('1747', '2072', '208', '679', '998')","('133', '136', '1924', '2048', '469')",0,5,15,1,-5,-20.0
"('1747', '2072', '208', '679', '998')","('133', '136', '1924', '2048', '695')",1,0,4,1,1,15.0
"('1747', '2072', '283', '911', '998')","('133', '136', '1924', '2048', '469')",5,3,15,1,2,8.0
"('1747', '2072', '283', '911', '998')","('1538', '1723', '1889', '1892', '2036')",0,2,7,1,-2,-17.142857142857142
"('1749', '1903', '2044', '672', '983')","('109', '166', '1731', '296', '323')",14,11,53,4,3,3.3962264150943398
"('1749', '1903', '2044', '672', '983')","('166', '1731', '270', '296', '323')",2,0,4,1,2,30.0
"('1751', '1888', '393', '436', '782')","('1548', '1718', '179', '1914', '677')",8,4,11,1,4,21.81818181818182
"('1751', '1888', '393', '63', '782')","('1733', '365', '397', '64', '696')",1,3,37,2,-2,-3.2432432432432434
"('176', '2057', '278', '431', '757')","('1505', '1711', '1899', '426', '45')",6,3,10,2,3,18.0
"('1761', '2042', '2059', '363', '93')","('1495', '1498', '251', '345', '422')",0,2,7,1,-2,-17.142857142857142
"('1761', '2042', '2059', '762', '93')","('1495', '1498', '251', '422', '70')",0,2,6,1,-2,-20.0
"('1761', '2059', '363', '458', '714')","('1498', '1507', '251', '422', '990')",8,10,36,3,-2,-3.333333333333333
"('1761', '2059', '363', '458', '919')","('1506', '1733', '1886', '397', '440')",6,5,21,2,1,2.8571428571428568
"('1761', '2059', '363', '458', '919')","('1506', '1733', '1886', '440', '979')",2,2,9,2,0,0.0
"('1761', '2059', '458', '714', '762')","('1498', '1507', '251', '422', '990')",0,0,4,1,0,0.0
"('1761', '2059', '458', '762', '919')","('1506', '1733', '1886', '440', '979')",2,3,21,1,-1,-2.8571428571428568
"('1761', '2059', '714', '762', '959')","('1032', '1501', '208', '281', '299')",0,0,4,1,0,0.0
"('1761', '2059', '714', '762', '959')","('1032', '1501', '281', '283', '299')",1,1,5,1,0,0.0
"('1761', '2059', '714', '762', '959')","('1032', '208', '281', '283', '299')",0,2,13,1,-2,-9.230769230769232
"('1761', '2059', '714', '919', '93')","('1506', '1733', '1886', '365', '440')",0,0,3,1,0,0.0
"('1761', '2059', '714', '919', '93')","('1506', '1886', '365', '440', '64')",3,5,12,1,-2,-10.0
"('1761', '2059', '762', '919', '959')","('1506', '1733', '1886', '440', '979')",0,1,11,1,-1,-5.454545454545455
"('1761', '2059', '762', '919', '959')","('1506', '1886', '397', '440', '979')",0,2,3,1,-2,-40.0
"('1761', '363', '458', '714', '93')","('1032', '1501', '281', '283', '299')",2,7,62,4,-5,-4.838709677419355
"('1761', '363', '458', '714', '93')","('1032', '281', '283', '299', '951')",8,2,32,2,6,11.25
"('1761', '363', '458', '714', '93')","('1032', '283', '299', '911', '951')",0,3,4,1,-3,-45.0
"('1761', '458', '714', '762', '93')","('1032', '1501', '281', '283', '299')",18,19,76,6,-1,-0.7894736842105263
"('1761', '458', '714', '762', '93')","('1032', '1747', '281', '283', '299')",0,0,8,1,0,0.0
"('1761', '458', '714', '762', '93')","('1032', '283', '299', '911', '951')",0,1,6,1,-1,-10.0
"('1761', '458', '714', '762', '959')","('1032', '1501', '208', '281', '283')",0,0,2,1,0,0.0
"('1761', '458', '714', '762', '959')","('1032', '1501', '208', '281', '299')",9,4,32,1,5,9.375
"('1761', '458', '714', '762', '959')","('1032', '1501', '281', '283', '299')",5,7,37,3,-2,-3.2432432432432434
"('1761', '458', '714', '762', '959')","('1032', '1747', '281', '283', '299')",0,0,2,1,0,0.0
"('178', '1900', '252', '304', '330')","('1503', '1720', '1727', '2034', '353')",3,4,15,1,-1,-4.0
"('178', '1900', '252', '304', '330')","('1503', '1720', '2034', '353', '692')",4,4,45,2,0,0.0
"('178', '1900', '252', '304', '330')","('1503', '1727', '2034', '353', '692')",8,2,35,2,6,10.285714285714286
"('178', '1900', '304', '330', '731')","('1503', '1607', '1727', '2034', '680')",0,0,5,1,0,0.0
"('178', '1900', '304', '330', '731')","('1503', '1727', '2034', '353', '680')",2,5,13,1,-3,-13.846153846153847
"('178', '252', '304', '317', '731')","('1503', '1720', '1727', '2034', '353')",6,0,24,1,6,15.0
"('178', '252', '304', '317', '731')","('1503', '1720', '1727', '353', '680')",9,11,64,3,-2,-1.875
"('178', '252', '304', '317', '731')","('1503', '1727', '2034', '353', '680')",3,0,19,2,3,9.473684210526315
"('178', '252', '304', '330', '935')","('1503', '1720', '1727', '2034', '353')",14,7,47,2,7,8.936170212765957
"('178', '304', '317', '330', '935')","('1503', '1720', '1727', '2034', '353')",3,3,12,2,0,0.0
"('179', '1914', '2040', '713', '958')","('1005', '1508', '165', '1749', '1883')",2,0,21,1,2,5.7142857142857135
"('179', '1914', '2040', '952', '962')","('1005', '1508', '1749', '1903', '2061')",3,6,20,1,-3,-9.0
"('179', '2040', '677', '713', '77')","('1005', '1508', '165', '1749', '1883')",2,0,8,1,2,15.0
"('179', '2040', '677', '713', '77')","('1005', '1508', '165', '1749', '983')",10,9,43,4,1,1.3953488372093024
"('179', '2040', '677', '713', '77')","('1005', '1508', '1749', '2044', '983')",4,2,18,1,2,6.666666666666666
"('179', '2040', '677', '713', '958')","('1005', '1508', '165', '1749', '1883')",10,6,41,2,4,5.853658536585366
"('179', '677', '713', '77', '958')","('1134', '1710', '1800', '236', '51')",2,5,18,2,-3,-10.0
"('1800', '236', '28', '949', '970')","('1110', '1711', '1721', '1899', '45')",0,1,8,1,-1,-7.5
"('182', '2043', '711', '76', '966')","('1513', '1517', '185', '468', '57')",8,4,47,1,4,5.1063829787234045
"('182', '2043', '711', '76', '966')","('1513', '1517', '185', '468', '978')",3,4,15,2,-1,-4.0
"('182', '2043', '711', '76', '966')","('1517', '185', '468', '57', '978')",0,0,3,1,0,0.0
"('1838', '1885', '1894', '2032', '976')","('1722', '1800', '2031', '236', '735')",2,4,17,1,-2,-7.0588235294117645
"('1838', '1885', '1894', '2039', '399')","('164', '275', '703', '779', '913')",3,4,16,1,-1,-3.75
"('1838', '1885', '1985', '2032', '2039')","('1023', '1740', '1741', '56', '699')",9,9,34,2,0,0.0
"('1838', '1885', '1985', '2032', '2039')","('1023', '1740', '452', '56', '699')",1,1,17,1,0,0.0
"('1838', '1885', '1985', '2032', '400')","('1023', '1740', '452', '56', '699')",4,4,21,2,0,0.0
"('1838', '1885', '1985', '2032', '400')","('121', '1740', '452', '56', '699')",2,1,6,1,1,10.0
"('1838', '1885', '2047', '399', '976')","('2058', '2130', '216', '270', '296')",0,1,8,1,-1,-7.5
"('1838', '1885', '2047', '399', '976')","('2130', '216', '270', '296', '406')",0,6,17,1,-6,-21.176470588235297
"('1838', '2032', '2047', '399', '976')","('2058', '2130', '216', '270', '296')",8,9,39,2,-1,-1.5384615384615383
"('1853', '190', '193', '2067', '258')","('120', '739', '757', '905', '937')",15,17,67,3,-2,-1.791044776119403
"('1853', '190', '193', '2067', '920')","('120', '431', '739', '757', '937')",2,0,15,2,2,8.0
"('1853', '190', '193', '2067', '920')","('120', '739', '757', '905', '937')",0,3,5,1,-3,-36.0
"('1853', '190', '193', '224', '258')","('1737', '243', '389', '689', '947')",2,4,21,1,-2,-5.7142857142857135
"('1853', '190', '193', '224', '258')","('238', '243', '248', '389', '689')",0,0,7,2,0,0.0
"('1853', '190', '193', '224', '258')","('238', '243', '389', '689', '947')",1,4,16,1,-3,-11.25
"('1853', '190', '193', '224', '76')","('1501', '208', '283', '911', '951')",0,2,3,1,-2,-40.0
"('1853', '190', '193', '224', '76')","('1501', '283', '679', '911', '951')",12,10,34,4,2,3.5294117647058822
"('1853', '190', '193', '224', '896')","('1000', '1508', '165', '1749', '983')",4,7,19,1,-3,-9.473684210526315
"('1853', '190', '193', '224', '896')","('1503', '2034', '353', '448', '680')",0,2,9,1,-2,-13.333333333333332
"('1853', '190', '193', '224', '896')","('165', '1749', '1883', '1903', '983')",4,9,19,2,-5,-15.789473684210526
"('1853', '193', '2067', '258', '896')","('1138', '1714', '1889', '1892', '221')",4,9,31,2,-5,-9.67741935483871
"('1853', '193', '2067', '258', '920')","('1138', '1714', '1889', '1892', '221')",0,1,6,1,-1,-10.0
"('1853', '193', '2067', '920', '957')","('1138', '1714', '1889', '1892', '221')",0,2,24,2,-2,-5.0
"('1853', '193', '224', '258', '896')","('1501', '208', '283', '299', '951')",0,0,2,1,0,0.0
"('1853', '193', '224', '258', '896')","('208', '283', '299', '911', '951')",1,0,4,1,1,15.0
"('1853', '193', '224', '258', '931')","('1607', '1720', '1727', '2034', '448')",5,9,17,1,-4,-14.117647058823529
"('1853', '193', '224', '896', '920')","('1000', '1508', '165', '1749', '983')",0,0,2,1,0,0.0
"('1853', '193', '224', '896', '920')","('1000', '1508', '1749', '1903', '983')",1,3,14,1,-2,-8.571428571428571
"('1853', '193', '224', '896', '920')","('1000', '1749', '1903', '672', '983')",4,4,33,4,0,0.0
"('1853', '193', '224', '896', '920')","('1503', '2034', '353', '448', '680')",0,0,7,1,0,0.0
"('1853', '193', '224', '920', '931')","('1503', '1607', '1720', '1727', '2034')",3,3,12,1,0,0.0
"('1853', '193', '224', '920', '931')","('1607', '1720', '1727', '2034', '448')",2,0,11,2,2,10.90909090909091
"('1882', '1897', '1913', '2033', '2064')","('1562', '1732', '1751', '1888', '1918')",0,0,7,1,0,0.0
"('1882', '1897', '1913', '2033', '2064')","('1562', '1732', '1751', '1918', '43')",1,4,8,2,-3,-22.5
"('1882', '1897', '1913', '2033', '2064')","('1562', '1732', '1888', '1918', '43')",3,0,10,1,3,18.0
"('1882', '1897', '1913', '2033', '2064')","('1562', '1732', '1888', '1918', '63')",5,1,22,3,4,10.90909090909091
"('1882', '1897', '1913', '2033', '2064')","('1562', '1732', '1918', '43', '63')",0,2,2,1,-2,-60.0
"('1882', '1897', '1913', '2033', '697')","('1541', '2050', '213', '349', '722')",9,13,43,1,-4,-5.5813953488372094
"('1882', '1897', '1913', '2064', '697')","('1751', '1888', '1918', '393', '436')",2,0,7,1,2,17.142857142857142
"('1882', '1897', '1913', '2064', '697')","('1751', '1888', '1918', '393', '63')",0,0,8,1,0,0.0
"('1882', '1897', '1913', '2064', '697')","('1751', '1888', '1918', '393', '782')",2,2,14,1,0,0.0
"('1882', '1897', '2033', '2062', '2064')","('1444', '185', '468', '57', '978')",0,0,1,1,0,0.0
"('1882', '1897', '2033', '2062', '697')","('1503', '1720', '2034', '386', '42')",3,2,18,1,1,3.333333333333333
"('1884', '1906', '1944', '2048', '765')","('1751', '1888', '393', '436', '63')",2,1,4,1,1,15.0
"('1884', '2048', '469', '695', '765')","('1112', '182', '2043', '711', '966')",4,6,20,1,-2,-6.0
"('1884', '2048', '469', '695', '765')","('146', '1630', '182', '2043', '966')",2,2,12,2,0,0.0
"('1884', '2048', '469', '695', '765')","('1630', '182', '2043', '711', '966')",1,0,3,1,1,20.0
"('1884', '469', '695', '765', '922')","('146', '1630', '2043', '76', '966')",0,0,11,1,0,0.0
"('1885', '1894', '2047', '399', '400')","('164', '703', '779', '84', '913')",0,0,4,1,0,0.0
"('1885', '1894', '2047', '399', '400')","('164', '703', '779', '84', '948')",4,7,26,2,-3,-6.923076923076923
"('1885', '1894', '2047', '399', '400')","('369', '703', '779', '84', '913')",0,0,8,1,0,0.0
"('1885', '2032', '2039', '2047', '399')","('1000', '1005', '1508', '165', '1883')",0,2,12,1,-2,-10.0
"('1885', '2032', '2039', '2047', '399')","('1000', '1005', '1508', '1903', '983')",0,0,16,1,0,0.0
"('1886', '1902', '365', '397', '440')","('1088', '1112', '146', '1630', '376')",12,5,32,3,7,13.125
"('1886', '1902', '365', '397', '440')","('1088', '1112', '1630', '182', '376')",9,2,38,3,7,11.052631578947368
"('1886', '1902', '365', '397', '440')","('1088', '146', '1630', '376', '688')",1,0,17,2,1,3.5294117647058822
"('1886', '1902', '365', '397', '440')","('1088', '146', '1630', '376', '961')",1,0,9,1,1,6.666666666666666
"('1886', '1902', '365', '397', '440')","('1112', '146', '1630', '2043', '376')",2,1,20,1,1,3.0
"('1886', '1902', '365', '397', '440')","('146', '1630', '2043', '376', '688')",2,2,20,2,0,0.0
"('1886', '1902', '365', '397', '440')","('146', '1630', '2043', '376', '961')",0,0,7,1,0,0.0
"('1886', '1902', '365', '440', '64')","('1088', '1112', '146', '1630', '376')",0,4,19,2,-4,-12.631578947368421
"('1886', '1902', '365', '440', '64')","('1112', '146', '1630', '2043', '376')",4,4,14,2,0,0.0
"('1886', '1902', '365', '440', '696')","('1088', '1112', '146', '1630', '376')",0,3,5,1,-3,-36.0
"('1886', '365', '440', '64', '979')","('1088', '1112', '146', '688', '711')",1,2,6,1,-1,-10.0
"('1886', '365', '440', '64', '979')","('1112', '146', '2043', '688', '76')",0,2,15,1,-2,-8.0
"('1888', '393', '436', '685', '782')","('1548', '1718', '179', '1914', '677')",2,0,4,1,2,30.0
"('1888', '43', '63', '685', '782')","('1548', '1594', '1718', '179', '677')",0,0,2,1,0,0.0
"('1888', '43', '63', '685', '782')","('1548', '1718', '179', '1914', '677')",0,0,2,1,0,0.0
"('1889', '1892', '2036', '221', '441')","('1499', '1718', '179', '1914', '677')",2,0,8,1,2,15.0
"('1889', '1892', '221', '441', '445')","('1499', '1718', '179', '1914', '677')",10,9,49,2,1,1.2244897959183672
"('1889', '1892', '221', '441', '902')","('1888', '1916', '393', '436', '782')",1,2,31,3,-1,-1.935483870967742
"('1889', '1892', '221', '441', '980')","('1499', '1718', '179', '1914', '677')",2,5,33,2,-3,-5.454545454545455
"('1889', '221', '423', '441', '445')","('1718', '2040', '713', '72', '958')",1,0,2,1,1,30.0
"('1889', '221', '423', '441', '445')","('1718', '677', '72', '952', '958')",4,2,8,1,2,15.0
"('1889', '221', '441', '445', '980')","('124', '1517', '185', '57', '978')",16,19,88,3,-3,-2.0454545454545454
"('1890', '201', '2091', '2092', '2101')","('2042', '2059', '223', '458', '762')",4,0,5,1,4,48.0
"('1890', '201', '2091', '2101', '915')","('1000', '1749', '1903', '2044', '983')",0,0,4,1,0,0.0
"('1890', '201', '2091', '2101', '915')","('1495', '1498', '198', '251', '70')",0,0,1,1,0,0.0
"('1890', '201', '2091', '2101', '915')","('1717', '1761', '363', '714', '762')",2,0,9,1,2,13.333333333333332
"('1890', '201', '2091', '2101', '915')","('1717', '1761', '363', '762', '93')",0,0,1,1,0,0.0
"('1890', '201', '2091', '2101', '915')","('1749', '1883', '1903', '2044', '983')",0,0,4,1,0,0.0
"('1890', '201', '2091', '361', '467')","('1000', '1005', '1508', '165', '1883')",-83,-95,19,1,12,37.89473684210526
"('1890', '201', '2091', '361', '467')","('1000', '1005', '165', '1883', '1903')",6,10,23,2,-4,-10.434782608695652
"('1890', '201', '2091', '361', '467')","('120', '431', '739', '757', '905')",-86,-73,85,3,-13,-9.176470588235295
"('1890', '201', '2091', '361', '467')","('1477', '190', '193', '224', '258')",-72,-91,90,3,19,12.666666666666666
"('1890', '201', '2091', '361', '467')","('1477', '193', '224', '896', '957')",8,7,51,5,1,1.1764705882352942
"('1890', '201', '2091', '361', '467')","('1495', '1498', '1507', '198', '251')",-70,-60,69,1,-10,-8.695652173913043
"('1890', '201', '2091', '361', '467')","('1717', '1761', '363', '714', '762')",-77,-71,79,3,-6,-4.556962025316456
"('1890', '201', '2091', '361', '467')","('1719', '431', '739', '757', '905')",2,0,7,2,2,17.142857142857142
"('1890', '201', '2091', '467', '915')","('1495', '1498', '1507', '198', '251')",2,4,21,2,-2,-5.7142857142857135
"('1890', '201', '2091', '467', '915')","('1495', '1498', '198', '251', '70')",9,2,25,3,7,16.8
"('1890', '201', '2091', '467', '915')","('1717', '1761', '363', '714', '762')",0,2,15,2,-2,-8.0
"('1890', '201', '2091', '467', '915')","('1719', '431', '739', '757', '905')",7,4,30,3,3,6.0
"('1890', '201', '2091', '53', '915')","('1717', '2042', '458', '762', '93')",0,0,4,1,0,0.0
"('1890', '201', '2091', '53', '915')","('2042', '2059', '458', '762', '93')",5,4,17,1,1,3.5294117647058822
"('1890', '201', '2092', '2101', '53')","('2042', '2059', '223', '458', '762')",4,1,8,1,3,22.5
"('1890', '201', '2092', '2101', '915')","('1508', '1749', '1883', '2044', '983')",0,2,15,1,-2,-8.0
"('1890', '201', '2092', '2101', '915')","('1749', '1883', '1903', '2044', '983')",5,0,7,1,5,42.85714285714286
"('1890', '201', '2092', '467', '915')","('1508', '1749', '1883', '2044', '983')",0,2,6,1,-2,-20.0
"('1890', '201', '2101', '361', '467')","('1717', '1761', '2042', '363', '93')",18,9,58,4,9,9.310344827586206
"('1890', '201', '2101', '361', '915')","('1000', '1749', '1883', '1903', '2044')",0,0,1,1,0,0.0
"('1890', '201', '2101', '361', '915')","('1000', '1749', '1903', '2044', '983')",2,1,7,1,1,8.571428571428571
"('1890', '201', '2101', '361', '915')","('1717', '1761', '2059', '363', '93')",1,0,4,1,1,15.0
"('1890', '201', '2101', '361', '915')","('1717', '2059', '363', '458', '93')",7,2,31,3,5,9.67741935483871
"('1890', '201', '2101', '361', '915')","('1717', '363', '458', '714', '93')",2,2,13,1,0,0.0
"('1890', '201', '2101', '361', '916')","('1498', '198', '251', '70', '764')",4,0,6,1,4,40.0
"('1890', '201', '2101', '361', '916')","('198', '251', '422', '70', '764')",0,1,2,1,-1,-30.0
"('1890', '201', '2101', '467', '915')","('1717', '1761', '2042', '363', '93')",0,0,3,1,0,0.0
"('1890', '201', '2101', '467', '915')","('1717', '1761', '2042', '919', '93')",4,2,25,2,2,4.8
"('1890', '201', '2101', '467', '915')","('1717', '2042', '762', '919', '93')",2,0,5,1,2,24.0
"('1890', '201', '361', '467', '53')","('120', '1719', '431', '739', '757')",2,1,13,2,1,4.615384615384616
"('1890', '201', '361', '467', '53')","('120', '1719', '739', '757', '905')",1,1,4,1,0,0.0
"('1890', '201', '361', '467', '53')","('1495', '1507', '198', '251', '422')",0,0,5,1,0,0.0
"('1890', '201', '361', '467', '53')","('1507', '198', '251', '422', '955')",0,0,5,1,0,0.0
"('1890', '201', '361', '467', '53')","('1507', '198', '251', '422', '990')",2,2,11,1,0,0.0
"('1890', '201', '361', '467', '53')","('1533', '1544', '1728', '1891', '673')",-74,-66,41,1,-8,-11.707317073170731
"('1890', '201', '361', '467', '915')","('1000', '1749', '1883', '1903', '2044')",4,5,19,3,-1,-3.1578947368421053
"('1890', '201', '361', '467', '915')","('1000', '1749', '1883', '2044', '672')",5,0,25,1,5,12.0
"('1890', '201', '361', '467', '915')","('1508', '1749', '1883', '1903', '983')",12,5,35,1,7,12.0
"('1890', '201', '361', '467', '915')","('1717', '1761', '2042', '363', '93')",4,4,19,1,0,0.0
"('1890', '201', '361', '467', '915')","('1749', '1883', '1903', '2044', '983')",14,8,61,3,6,5.9016393442622945
"('1890', '201', '361', '467', '915')","('1749', '1883', '2044', '672', '983')",4,5,20,1,-1,-3.0
"('1890', '201', '361', '467', '915')","('1761', '363', '714', '93', '959')",0,0,9,1,0,0.0
"('1890', '201', '361', '467', '916')","('1495', '1507', '198', '251', '422')",12,3,29,1,9,18.620689655172413
"('1890', '201', '361', '467', '916')","('1507', '198', '251', '422', '764')",0,0,7,1,0,0.0
"('1890', '201', '361', '53', '960')","('1507', '198', '251', '422', '955')",4,9,31,3,-5,-9.67741935483871
"('1890', '201', '467', '53', '915')","('1717', '1761', '2042', '458', '762')",4,6,31,2,-2,-3.870967741935484
"('1890', '201', '467', '53', '915')","('1717', '2042', '458', '762', '93')",6,1,17,1,5,17.647058823529413
"('1890', '201', '467', '53', '915')","('1761', '2042', '2059', '458', '762')",4,1,8,1,3,22.5
"('1890', '2054', '2092', '2101', '53')","('1114', '1498', '198', '70', '955')",8,7,30,1,1,2.0
"('1890', '2091', '2101', '467', '915')","('164', '275', '369', '703', '779')",0,1,5,1,-1,-12.0
"('1890', '2091', '2101', '467', '915')","('164', '275', '369', '779', '913')",0,2,7,1,-2,-17.142857142857142
"('1890', '2091', '339', '361', '467')","('1425', '1536', '1915', '2030', '383')",-84,-77,80,5,-7,-5.25
"('1890', '2091', '361', '467', '53')","('1502', '168', '1712', '1716', '302')",-90,-76,69,2,-14,-12.173913043478262
"('1890', '2091', '361', '467', '53')","('164', '275', '369', '703', '779')",-98,-90,25,1,-8,-19.2
"('1890', '2091', '361', '467', '915')","('1477', '1853', '190', '193', '224')",0,0,6,1,0,0.0
"('1890', '2091', '361', '467', '915')","('1477', '1853', '193', '896', '920')",2,3,23,3,-1,-2.608695652173913
"('1890', '2091', '361', '467', '915')","('1477', '193', '224', '258', '896')",5,3,35,1,2,3.4285714285714284
"('1890', '2091', '361', '467', '915')","('1477', '193', '224', '896', '920')",5,16,48,2,-11,-13.75
"('1890', '2091', '361', '467', '915')","('1477', '193', '224', '896', '957')",4,2,17,1,2,7.0588235294117645
"('1890', '2091', '361', '467', '915')","('164', '275', '369', '703', '779')",7,4,21,2,3,8.571428571428571
"('1890', '2091', '361', '467', '915')","('164', '275', '369', '703', '84')",12,14,54,4,-2,-2.2222222222222223
"('1890', '2091', '361', '467', '915')","('164', '275', '369', '779', '84')",5,0,9,1,5,33.333333333333336
"('1890', '2091', '361', '467', '915')","('164', '275', '369', '779', '969')",0,0,3,1,0,0.0
"('1890', '2091', '361', '467', '915')","('164', '275', '369', '84', '948')",3,6,20,2,-3,-9.0
"('1890', '2091', '361', '467', '915')","('164', '369', '703', '779', '84')",14,14,80,7,0,0.0
"('1890', '2091', '361', '467', '915')","('1749', '1883', '1903', '2044', '983')",7,8,47,8,-1,-1.2765957446808511
"('1890', '2091', '361', '467', '915')","('1853', '193', '224', '258', '896')",5,6,30,2,-1,-2.0
"('1890', '2091', '361', '467', '960')","('164', '275', '369', '703', '779')",10,9,59,4,1,1.0169491525423728
"('1890', '2091', '361', '53', '915')","('1477', '1853', '190', '193', '224')",6,6,15,2,0,0.0
"('1890', '2091', '361', '53', '915')","('1477', '1853', '258', '896', '920')",3,2,5,1,1,12.0
"('1890', '2091', '361', '53', '960')","('1114', '1507', '198', '422', '955')",5,4,23,1,1,2.608695652173913
"('1890', '2091', '361', '53', '960')","('1507', '198', '251', '422', '955')",0,0,4,1,0,0.0
"('1890', '2091', '467', '53', '915')","('1502', '168', '1712', '1716', '302')",2,7,20,2,-5,-15.0
"('1890', '2091', '467', '915', '916')","('1533', '1683', '1891', '2035', '673')",12,9,41,3,3,4.390243902439024
"('1890', '2091', '467', '915', '916')","('1533', '1728', '1891', '673', '754')",0,0,3,1,0,0.0
"('1890', '2091', '467', '915', '960')","('1533', '1683', '1891', '2035', '673')",2,6,32,3,-4,-7.5
"('1890', '2091', '467', '915', '960')","('1533', '1728', '1891', '673', '754')",0,2,7,1,-2,-17.142857142857142
"('1890', '2091', '467', '915', '960')","('1533', '1891', '2035', '673', '754')",4,4,25,1,0,0.0
"('1890', '2091', '467', '915', '960')","('164', '275', '369', '703', '779')",0,0,9,1,0,0.0
"('1890', '2091', '53', '915', '960')","('1114', '1498', '1507', '198', '955')",6,4,20,1,2,6.0
"('1890', '2091', '53', '915', '960')","('1114', '1498', '198', '70', '955')",8,3,28,3,5,10.714285714285715
"('1890', '2091', '53', '915', '960')","('1114', '1507', '198', '422', '955')",1,0,5,1,1,12.0
"('1890', '2092', '2101', '361', '916')","('1533', '1683', '1891', '673', '754')",0,0,3,1,0,0.0
"('1890', '2092', '361', '467', '915')","('1508', '1749', '1883', '1903', '983')",7,14,53,3,-7,-7.9245283018867925
"('1890', '2092', '361', '467', '915')","('1749', '1883', '1903', '2044', '983')",13,12,45,3,1,1.3333333333333335
"('1890', '2092', '361', '467', '916')","('1533', '1683', '1891', '673', '754')",0,0,2,1,0,0.0
"('1890', '2101', '339', '361', '467')","('1536', '1915', '2030', '271', '383')",29,14,95,5,15,9.473684210526315
"('1890', '2101', '339', '361', '467')","('1536', '2030', '271', '29', '383')",3,0,10,1,3,18.0
"('1890', '2101', '339', '361', '467')","('2030', '271', '29', '383', '446')",26,30,148,9,-4,-1.6216216216216217
"('1890', '2101', '339', '361', '915')","('1425', '1536', '1915', '2030', '383')",1,0,10,1,1,6.0
"('1890', '2101', '339', '361', '915')","('1425', '1536', '1915', '271', '383')",8,6,29,3,2,4.137931034482759
"('1890', '2101', '339', '361', '915')","('1536', '1915', '2030', '271', '383')",3,2,10,1,1,6.0
"('1890', '2101', '467', '915', '916')","('164', '275', '369', '703', '779')",0,4,7,1,-4,-34.285714285714285
"('1890', '339', '361', '467', '915')","('1536', '1915', '2030', '271', '383')",3,4,24,2,-1,-2.5
"('1890', '361', '467', '53', '915')","('1533', '1544', '1728', '1891', '673')",4,2,12,3,2,10.0
"('1890', '361', '467', '53', '960')","('164', '275', '369', '703', '779')",0,0,2,1,0,0.0
"('1890', '361', '467', '53', '960')","('164', '369', '703', '779', '84')",4,4,17,1,0,0.0
"('1890', '361', '467', '915', '916')","('1533', '1683', '1891', '673', '754')",7,7,32,1,0,0.0
"('1890', '361', '467', '915', '916')","('1533', '1728', '1891', '673', '754')",2,2,16,1,0,0.0
"('1890', '361', '467', '915', '960')","('1533', '1544', '1728', '1891', '673')",6,2,25,1,4,9.6
"('1890', '361', '467', '915', '960')","('1533', '1683', '1891', '2035', '673')",4,3,16,1,1,3.75
"('1890', '361', '467', '915', '960')","('1533', '1891', '2035', '673', '754')",0,2,8,1,-2,-15.0
"('1890', '361', '467', '915', '960')","('164', '275', '369', '84', '948')",17,12,73,2,5,4.10958904109589
"('1890', '361', '53', '915', '960')","('1114', '1498', '198', '70', '955')",0,0,3,1,0,0.0
"('1890', '361', '53', '915', '960')","('1495', '1507', '198', '251', '422')",4,2,14,1,2,8.571428571428571
"('1890', '361', '53', '915', '960')","('1498', '198', '251', '70', '955')",0,2,13,1,-2,-9.230769230769232
"('1890', '361', '53', '915', '960')","('164', '275', '369', '703', '779')",2,4,17,1,-2,-7.0588235294117645
"('1890', '467', '915', '916', '960')","('1533', '1683', '1728', '1891', '673')",19,16,98,4,3,1.836734693877551
"('1890', '467', '915', '916', '960')","('1533', '1728', '1891', '673', '754')",8,2,32,1,6,11.25
"('1891', '2035', '673', '754', '87')","('275', '703', '779', '84', '913')",0,0,3,1,0,0.0
"('1891', '2035', '673', '754', '953')","('1065', '275', '703', '779', '913')",7,7,21,2,0,0.0
"('1891', '2035', '673', '754', '953')","('1065', '275', '703', '779', '969')",8,2,24,3,6,15.0
"('1897', '1913', '2033', '2062', '2064')","('1444', '1517', '185', '468', '978')",1,4,22,1,-3,-8.181818181818182
"('1897', '1913', '2033', '2062', '697')","('1503', '1720', '2034', '386', '42')",0,2,8,1,-2,-15.0
"('1897', '1913', '2033', '2062', '697')","('1503', '1720', '353', '386', '42')",5,6,16,1,-1,-3.75
"('1897', '1913', '2062', '2064', '697')","('1503', '1720', '1727', '353', '386')",5,9,27,1,-4,-8.88888888888889
"('1899', '45', '686', '702', '89')","('1000', '165', '1749', '1883', '1903')",7,11,71,5,-4,-3.380281690140845
"('190', '193', '224', '258', '896')","('1503', '1727', '2034', '353', '42')",-85,-93,44,1,8,10.90909090909091
"('190', '193', '224', '896', '920')","('1503', '1727', '2034', '353', '42')",10,4,39,3,6,9.230769230769232
