player_1,player_2,total_net_points,total_duration,total_stints,impact_per_60,player_1_name,player_2_name,pair_name
1928,243,12,1107,94,0.01,Todd MacCulloch,Aaron McKie,Todd MacCulloch + Aaron McKie
1885,976,8,1091,65,0.01,Lamar Odom,Jeff McInnis,Lamar Odom + Jeff McInnis
717,757,6,1088,68,0.01,Arvydas Sabonis,Damon Stoudamire,Arvydas Sabonis + Damon Stoudamire
1683,673,15,1087,81,0.01,Larry Robinson,Alan Henderson,Larry Robinson + Alan Henderson
1838,2039,7,1087,70,0.01,Tyrone Nesby,Keyon Dooling,Tyrone Nesby + Keyon Dooling
1533,673,7,1071,75,0.01,Anthony Johnson,Alan Henderson,Anthony Johnson + Alan Henderson
236,735,14,1067,63,0.01,Kevin Edwards,Bryant Reeves,Kevin Edwards + Bryant Reeves
2130,296,12,1046,74,0.01,Mike Penberthy,Rick Fox,Mike Penberthy + Rick Fox
1477,920,14,1030,78,0.01,Bruce Bowen,A.C. Green,Bruce Bowen + A.C. Green
1741,452,8,1023,63,0.01,Jelani McCoy,Vin Baker,Jelani McCoy + Vin Baker
1887,1895,6,1019,76,0.01,Wally Szczerbiak,William Avery,Wally Szczerbiak + William Avery
673,754,14,1012,60,0.01,Alan Henderson,Jim Jackson,Alan Henderson + Jim Jackson
1005,1903,5,993,73,0.01,Walt Williams,Kenny Thomas,Walt Williams + Kenny Thomas
103,111,9,966,82,0.01,Todd Day,LaPhonso Ellis,Todd Day + LaPhonso Ellis
1112,182,11,960,60,0.01,Ben Wallace,Billy Owens,Ben Wallace + Billy Owens
145,1711,9,955,75,0.01,Tracy Murray,Raef LaFrentz,Tracy Murray + Raef LaFrentz
1730,1894,11,938,79,0.01,Brian Skinner,Corey Maggette,Brian Skinner + Corey Maggette
1737,243,5,936,86,0.01,Nazr Mohammed,Aaron McKie,Nazr Mohammed + Aaron McKie
436,782,7,934,76,0.01,Juwan Howard,Mitch Richmond,Juwan Howard + Mitch Richmond
1521,330,7,926,82,0.01,Jacque Vaughn,Danny Manning,Jacque Vaughn + Danny Manning
1444,185,7,917,65,0.01,Lawrence Funderburke,Chris Webber,Lawrence Funderburke + Chris Webber
1074,754,9,911,52,0.01,Matt Maloney,Jim Jackson,Matt Maloney + Jim Jackson
1714,1723,5,910,80,0.01,Robert Traylor,Matt Harpring,Robert Traylor + Matt Harpring
1800,28,6,905,66,0.01,Damon Jones,Doug West,Damon Jones + Doug West
45,686,5,905,63,0.01,George McCloud,Antonio McDyess,George McCloud + Antonio McDyess
1728,673,13,881,54,0.01,Roshown McLeod,Alan Henderson,Roshown McLeod + Alan Henderson
1924,469,11,870,65,0.01,Lee Nailon,Jamal Mashburn,Lee Nailon + Jamal Mashburn
1562,1918,7,855,67,0.01,Gerard King,Obinna Ekezie,Gerard King + Obinna Ekezie
1742,452,7,843,72,0.01,Shammond Williams,Vin Baker,Shammond Williams + Vin Baker
1890,916,9,810,54,0.01,Shawn Marion,Corie Blount,Shawn Marion + Corie Blount
168,956,5,809,61,0.01,Chris Mills,Erick Dampier,Chris Mills + Erick Dampier
1944,765,6,798,62,0.01,Eddie Robinson,Hersey Hawkins,Eddie Robinson + Hersey Hawkins
389,727,7,796,63,0.01,Toni Kukoc,Eric Snow,Toni Kukoc + Eric Snow
339,361,11,789,46,0.01,Tom Gugliotta,Clifford Robinson,Tom Gugliotta + Clifford Robinson
2058,216,9,781,51,0.01,Mark Madsen,Brian Shaw,Mark Madsen + Brian Shaw
1883,983,9,780,54,0.01,Steve Francis,Moochie Norris,Steve Francis + Moochie Norris
281,299,9,778,61,0.01,Scott Williams,Glenn Robinson,Scott Williams + Glenn Robinson
1737,248,9,757,63,0.01,Nazr Mohammed,George Lynch,Nazr Mohammed + George Lynch
1800,949,6,752,50,0.01,Damon Jones,Shareef Abdur-Rahim,Damon Jones + Shareef Abdur-Rahim
304,731,4,744,57,0.01,John Stockton,Greg Ostertag,John Stockton + Greg Ostertag
677,753,8,741,61,0.01,Eric Williams,Randy Brown,Eric Williams + Randy Brown
1891,754,10,729,50,0.01,Jason Terry,Jim Jackson,Jason Terry + Jim Jackson
1890,339,8,724,45,0.01,Shawn Marion,Tom Gugliotta,Shawn Marion + Tom Gugliotta
103,1725,6,717,51,0.01,Todd Day,Rasho Nesterovic,Todd Day + Rasho Nesterovic
1725,417,6,714,57,0.01,Rasho Nesterovic,Sam Mitchell,Rasho Nesterovic + Sam Mitchell
145,1721,10,712,64,0.01,Tracy Murray,Keon Clark,Tracy Murray + Keon Clark
1444,1517,9,693,49,0.01,Lawrence Funderburke,Bobby Jackson,Lawrence Funderburke + Bobby Jackson
221,445,5,672,47,0.01,Clar. Weatherspoon,Wesley Person,Clar. Weatherspoon + Wesley Person
2130,216,5,668,47,0.01,Mike Penberthy,Brian Shaw,Mike Penberthy + Brian Shaw
146,966,4,663,57,0.01,Jud Buechler,Jerome Williams,Jud Buechler + Jerome Williams
1548,1559,5,663,57,0.01,Mark Blount,Adrian Griffin,Mark Blount + Adrian Griffin
2052,317,7,653,47,0.01,DeShawn Stevenson,John Starks,DeShawn Stevenson + John Starks
251,990,7,631,51,0.01,Sean Elliott,Malik Rose,Sean Elliott + Malik Rose
1737,689,9,629,46,0.01,Nazr Mohammed,Theo Ratliff,Nazr Mohammed + Theo Ratliff
375,977,8,625,54,0.01,Isaiah Rider,Kobe Bryant,Isaiah Rider + Kobe Bryant
1503,255,8,624,50,0.01,Tracy McGrady,Grant Hill,Tracy McGrady + Grant Hill
2050,895,6,617,41,0.01,Morris Peterson,Tyrone Corbin,Morris Peterson + Tyrone Corbin
1718,2040,8,615,57,0.01,Paul Pierce,Jerome Moiso,Paul Pierce + Jerome Moiso
376,711,5,613,47,0.01,Eric Montross,Jerry Stackhouse,Eric Montross + Jerry Stackhouse
1716,904,8,609,40,0.01,Larry Hughes,Chris Mullin,Larry Hughes + Chris Mullin
1884,922,5,595,25,0.01,Baron Davis,Elden Campbell,Baron Davis + Elden Campbell
1928,238,4,594,50,0.01,Todd MacCulloch,Tyrone Hill,Todd MacCulloch + Tyrone Hill
1503,1607,7,592,55,0.01,Tracy McGrady,Troy Hudson,Tracy McGrady + Troy Hudson
15,976,7,584,36,0.01,Eric Piatkowski,Jeff McInnis,Eric Piatkowski + Jeff McInnis
363,919,5,580,40,0.01,Christian Laettner,Loy Vaught,Christian Laettner + Loy Vaught
1065,2068,6,570,55,0.01,Erick Strickland,Lavor Postell,Erick Strickland + Lavor Postell
1607,1720,5,569,51,0.01,Troy Hudson,Michael Doleac,Troy Hudson + Michael Doleac
1727,255,4,549,45,0.01,Pat Garrity,Grant Hill,Pat Garrity + Grant Hill
1721,89,3,536,49,0.01,Keon Clark,Nick Van Exel,Keon Clark + Nick Van Exel
458,959,3,534,41,0.01,Howard Eisley,Steve Nash,Howard Eisley + Steve Nash
1883,672,5,532,31,0.01,Steve Francis,Matt Bullard,Steve Francis + Matt Bullard
2058,270,5,528,36,0.01,Mark Madsen,Horace Grant,Mark Madsen + Horace Grant
1718,72,4,521,38,0.01,Paul Pierce,Kenny Anderson,Paul Pierce + Kenny Anderson
1900,731,6,518,37,0.01,Quincy Lewis,Greg Ostertag,Quincy Lewis + Greg Ostertag
2043,961,5,517,46,0.01,Mateen Cleaves,John Wallace,Mateen Cleaves + John Wallace
109,323,7,514,38,0.01,Robert Horry,Greg Foster,Robert Horry + Greg Foster
467,53,7,505,37,0.01,Jason Kidd,Mario Elie,Jason Kidd + Mario Elie
1005,672,4,501,45,0.01,Walt Williams,Matt Bullard,Walt Williams + Matt Bullard
2032,976,4,500,32,0.01,Darius Miles,Jeff McInnis,Darius Miles + Jeff McInnis
688,711,7,489,34,0.01,Michael Curry,Jerry Stackhouse,Michael Curry + Jerry Stackhouse
1730,2047,6,467,39,0.01,Brian Skinner,Quentin Richardson,Brian Skinner + Quentin Richardson
1594,958,5,448,39,0.01,Rick Brunson,Vitaly Potapenko,Rick Brunson + Vitaly Potapenko
426,702,3,432,55,0.01,Terry Davis,Voshon Lenard,Terry Davis + Voshon Lenard
2043,344,4,422,34,0.01,Mateen Cleaves,Dana Barros,Mateen Cleaves + Dana Barros
2047,400,4,422,31,0.01,Quentin Richardson,Derek Strong,Quentin Richardson + Derek Strong
2030,446,6,419,36,0.01,Kenyon Martin,Lucious Harris,Kenyon Martin + Lucious Harris
103,210,6,409,31,0.01,Todd Day,Terrell Brandon,Todd Day + Terrell Brandon
2034,255,5,405,39,0.01,Mike Miller,Grant Hill,Mike Miller + Grant Hill
1425,2066,2,397,32,0.01,Aaron Williams,Soumaila Samake,Aaron Williams + Soumaila Samake
1886,64,5,392,42,0.01,Jonathan Bender,Sam Perkins,Jonathan Bender + Sam Perkins
103,708,5,358,21,0.01,Todd Day,Kevin Garnett,Todd Day + Kevin Garnett
1892,980,4,354,23,0.01,Trajan Langdon,Zydrunas Ilgauskas,Trajan Langdon + Zydrunas Ilgauskas
120,176,4,316,18,0.01,Steven Smith,Antonio Harvey,Steven Smith + Antonio Harvey
904,988,4,307,18,0.01,Chris Mullin,Randy Livingston,Chris Mullin + Randy Livingston
124,98,4,304,18,0.01,Vlade Divac,Nick Anderson,Vlade Divac + Nick Anderson
2058,375,4,304,22,0.01,Mark Madsen,Isaiah Rider,Mark Madsen + Isaiah Rider
1112,961,4,301,20,0.01,Ben Wallace,John Wallace,Ben Wallace + John Wallace
1802,697,3,283,21,0.01,Brad Miller,Fred Hoiberg,Brad Miller + Fred Hoiberg
281,951,3,276,23,0.01,Scott Williams,Ray Allen,Scott Williams + Ray Allen
1838,1985,3,250,16,0.01,Tyrone Nesby,Zendon Hamilton,Tyrone Nesby + Zendon Hamilton
1944,901,2,240,20,0.01,Eddie Robinson,Otis Thorpe,Eddie Robinson + Otis Thorpe
278,937,2,237,24,0.01,Stacey Augmon,Scottie Pippen,Stacey Augmon + Scottie Pippen
28,51,3,228,19,0.01,Doug West,Mahmoud Abdul-Rauf,Doug West + Mahmoud Abdul-Rauf
53,960,3,223,20,0.01,Mario Elie,Tony Delk,Mario Elie + Tony Delk
26,703,3,222,18,0.01,Luc Longley,Kurt Thomas,Luc Longley + Kurt Thomas
1499,962,2,214,14,0.01,Tony Battie,Walter McCarty,Tony Battie + Walter McCarty
1894,976,3,206,14,0.01,Corey Maggette,Jeff McInnis,Corey Maggette + Jeff McInnis
1802,2062,3,201,15,0.01,Brad Miller,A.J. Guyton,Brad Miller + A.J. Guyton
133,469,-1,3937,252,-0.0,David Wesley,Jamal Mashburn,David Wesley + Jamal Mashburn
1501,208,3,3723,261,0.0,Tim Thomas,Sam Cassell,Tim Thomas + Sam Cassell
190,193,-8,3643,245,-0.0,Duane Causwell,Anthony Mason,Duane Causwell + Anthony Mason
208,299,0,3582,244,0.0,Sam Cassell,Glenn Robinson,Sam Cassell + Glenn Robinson
1477,190,-8,3270,219,-0.0,Bruce Bowen,Duane Causwell,Bruce Bowen + Duane Causwell
1501,299,8,3242,228,0.0,Tim Thomas,Glenn Robinson,Tim Thomas + Glenn Robinson
757,905,14,3146,190,0.0,Damon Stoudamire,Dale Davis,Damon Stoudamire + Dale Davis
1727,353,0,3132,214,0.0,Pat Garrity,Darrell Armstrong,Pat Garrity + Darrell Armstrong
1712,1716,-10,2838,178,-0.0,Antawn Jamison,Larry Hughes,Antawn Jamison + Larry Hughes
739,905,13,2777,151,0.0,Rasheed Wallace,Dale Davis,Rasheed Wallace + Dale Davis
146,2043,5,2721,231,0.0,Jud Buechler,Mateen Cleaves,Jud Buechler + Mateen Cleaves
1088,2043,-11,2655,204,-0.0,Chucky Atkins,Mateen Cleaves,Chucky Atkins + Mateen Cleaves
1497,1725,4,2652,155,0.0,Chauncey Billups,Rasho Nesterovic,Chauncey Billups + Rasho Nesterovic
1000,1508,12,2543,158,0.0,Shandon Anderson,Maurice Taylor,Shandon Anderson + Maurice Taylor
121,2046,12,2532,158,0.0,Patrick Ewing,Desmond Mason,Patrick Ewing + Desmond Mason
1536,271,-7,2468,182,-0.0,Stephen Jackson,Johnny Newman,Stephen Jackson + Johnny Newman
365,397,-6,2462,196,-0.0,Derrick McKey,Reggie Miller,Derrick McKey + Reggie Miller
1915,271,12,2449,180,0.0,Evan Eschmeyer,Johnny Newman,Evan Eschmeyer + Johnny Newman
1507,198,-10,2435,174,-0.0,Derek Anderson,Danny Ferry,Derek Anderson + Danny Ferry
304,317,8,2421,167,0.0,John Stockton,John Starks,John Stockton + John Starks
1497,1887,4,2392,145,0.0,Chauncey Billups,Wally Szczerbiak,Chauncey Billups + Wally Szczerbiak
1717,458,-9,2391,183,-0.0,Dirk Nowitzki,Howard Eisley,Dirk Nowitzki + Howard Eisley
133,695,-10,2373,179,-0.0,David Wesley,Eldridge Recasner,David Wesley + Eldridge Recasner
1508,165,-11,2334,129,-0.0,Maurice Taylor,Hakeem Olajuwon,Maurice Taylor + Hakeem Olajuwon
1508,1749,4,2334,150,0.0,Maurice Taylor,Cuttino Mobley,Maurice Taylor + Cuttino Mobley
248,689,2,2321,163,0.0,George Lynch,Theo Ratliff,George Lynch + Theo Ratliff
1498,198,-7,2299,183,-0.0,Antonio Daniels,Danny Ferry,Antonio Daniels + Danny Ferry
124,185,2,2287,123,0.0,Vlade Divac,Chris Webber,Vlade Divac + Chris Webber
168,1712,-6,2282,156,-0.0,Chris Mills,Antawn Jamison,Chris Mills + Antawn Jamison
1891,673,1,2231,158,0.0,Jason Terry,Alan Henderson,Jason Terry + Alan Henderson
431,757,-4,2174,164,-0.0,Shawn Kemp,Damon Stoudamire,Shawn Kemp + Damon Stoudamire
1720,353,3,2126,138,0.0,Michael Doleac,Darrell Armstrong,Michael Doleac + Darrell Armstrong
363,714,8,2125,151,0.0,Christian Laettner,Michael Finley,Christian Laettner + Michael Finley
168,1716,-3,2075,136,-0.0,Chris Mills,Larry Hughes,Chris Mills + Larry Hughes
15,399,10,2073,154,0.0,Eric Piatkowski,Sean Rooks,Eric Piatkowski + Sean Rooks
431,739,9,2072,156,0.0,Shawn Kemp,Rasheed Wallace,Shawn Kemp + Rasheed Wallace
1533,1683,-2,2070,156,-0.0,Anthony Johnson,Larry Robinson,Anthony Johnson + Larry Robinson
238,248,-2,2044,140,-0.0,Tyrone Hill,George Lynch,Tyrone Hill + George Lynch
1719,757,-1,2043,145,-0.0,Bonzi Wells,Damon Stoudamire,Bonzi Wells + Damon Stoudamire
1065,275,-2,2025,161,-0.0,Erick Strickland,Allan Houston,Erick Strickland + Allan Houston
1710,735,5,1993,115,0.0,Mike Bibby,Bryant Reeves,Mike Bibby + Bryant Reeves
1800,3,-1,1909,124,-0.0,Damon Jones,Grant Long,Damon Jones + Grant Long
216,296,6,1872,125,0.0,Brian Shaw,Rick Fox,Brian Shaw + Rick Fox
252,317,3,1871,119,0.0,Karl Malone,John Starks,Karl Malone + John Starks
1538,1714,4,1870,155,0.0,Cedric Henderson,Robert Traylor,Cedric Henderson + Robert Traylor
1506,365,2,1861,153,0.0,Austin Croshere,Derrick McKey,Austin Croshere + Derrick McKey
1499,677,0,1832,134,0.0,Tony Battie,Eric Williams,Tony Battie + Eric Williams
1884,2048,-5,1817,99,-0.0,Baron Davis,Jamaal Magloire,Baron Davis + Jamaal Magloire
2046,2106,-5,1805,130,-0.0,Desmond Mason,Ruben Wolkowyski,Desmond Mason + Ruben Wolkowyski
458,762,-9,1800,150,-0.0,Howard Eisley,Shawn Bradley,Howard Eisley + Shawn Bradley
1502,1716,-7,1783,117,-0.0,Adonal Foyle,Larry Hughes,Adonal Foyle + Larry Hughes
1533,1544,0,1776,142,0.0,Anthony Johnson,Chris Crawford,Anthony Johnson + Chris Crawford
1749,672,4,1747,130,0.0,Cuttino Mobley,Matt Bullard,Cuttino Mobley + Matt Bullard
1517,185,8,1730,112,0.0,Bobby Jackson,Chris Webber,Bobby Jackson + Chris Webber
363,458,-2,1728,130,-0.0,Christian Laettner,Howard Eisley,Christian Laettner + Howard Eisley
1434,1500,-3,1691,111,-0.0,Dragan Tarlac,Ron Mercer,Dragan Tarlac + Ron Mercer
1853,224,7,1645,130,0.0,Anthony Carter,Eddie Jones,Anthony Carter + Eddie Jones
243,389,5,1644,149,0.0,Aaron McKie,Toni Kukoc,Aaron McKie + Toni Kukoc
762,93,-3,1630,135,-0.0,Shawn Bradley,Hubert Davis,Shawn Bradley + Hubert Davis
1888,43,-7,1628,141,-0.0,Richard Hamilton,Chris Whitney,Richard Hamilton + Chris Whitney
1715,57,4,1619,110,0.0,Jason Williams,Doug Christie,Jason Williams + Doug Christie
1892,221,5,1619,112,0.0,Trajan Langdon,Clar. Weatherspoon,Trajan Langdon + Clar. Weatherspoon
1733,440,-1,1617,125,-0.0,Al Harrington,Zan Tabak,Al Harrington + Zan Tabak
689,727,-6,1611,103,-0.0,Theo Ratliff,Eric Snow,Theo Ratliff + Eric Snow
1838,399,3,1601,117,0.0,Tyrone Nesby,Sean Rooks,Tyrone Nesby + Sean Rooks
296,375,-4,1595,111,-0.0,Rick Fox,Isaiah Rider,Rick Fox + Isaiah Rider
1740,1742,-3,1572,108,-0.0,Rashard Lewis,Shammond Williams,Rashard Lewis + Shammond Williams
1517,57,1,1547,99,0.0,Bobby Jackson,Doug Christie,Bobby Jackson + Doug Christie
1444,1715,6,1539,119,0.0,Lawrence Funderburke,Jason Williams,Lawrence Funderburke + Jason Williams
1517,468,2,1512,104,0.0,Bobby Jackson,Jon Barry,Bobby Jackson + Jon Barry
1683,2035,-2,1466,110,-0.0,Larry Robinson,DerMarr Johnson,Larry Robinson + DerMarr Johnson
1051,1887,4,1442,99,0.0,Dean Garrett,Wally Szczerbiak,Dean Garrett + Wally Szczerbiak
1883,1903,2,1436,103,0.0,Steve Francis,Kenny Thomas,Steve Francis + Kenny Thomas
1719,431,-1,1434,114,-0.0,Bonzi Wells,Shawn Kemp,Bonzi Wells + Shawn Kemp
248,389,4,1409,115,0.0,George Lynch,Toni Kukoc,George Lynch + Toni Kukoc
1508,1883,4,1399,77,0.0,Maurice Taylor,Steve Francis,Maurice Taylor + Steve Francis
1709,2032,0,1391,98,0.0,Michael Olowokandi,Darius Miles,Michael Olowokandi + Darius Miles
389,689,4,1360,98,0.0,Toni Kukoc,Theo Ratliff,Toni Kukoc + Theo Ratliff
2059,458,-6,1354,121,-0.0,Eduardo Najera,Howard Eisley,Eduardo Najera + Howard Eisley
468,57,2,1334,90,0.0,Jon Barry,Doug Christie,Jon Barry + Doug Christie
393,782,-4,1274,93,-0.0,Rod Strickland,Mitch Richmond,Rod Strickland + Mitch Richmond
120,717,6,1261,88,0.0,Steven Smith,Arvydas Sabonis,Steven Smith + Arvydas Sabonis
21,739,-6,1254,95,-0.0,Greg Anthony,Rasheed Wallace,Greg Anthony + Rasheed Wallace
1723,1892,-1,1200,87,-0.0,Matt Harpring,Trajan Langdon,Matt Harpring + Trajan Langdon
1023,121,-5,1184,77,-0.0,Emanual Davis,Patrick Ewing,Emanual Davis + Patrick Ewing
397,64,5,1165,83,0.0,Reggie Miller,Sam Perkins,Reggie Miller + Sam Perkins
762,959,-4,1162,88,-0.0,Shawn Bradley,Steve Nash,Shawn Bradley + Steve Nash
339,467,3,1161,78,0.0,Tom Gugliotta,Jason Kidd,Tom Gugliotta + Jason Kidd
1716,956,-2,1128,70,-0.0,Larry Hughes,Erick Dampier,Larry Hughes + Erick Dampier
467,916,1,1109,78,0.0,Jason Kidd,Corie Blount,Jason Kidd + Corie Blount
1544,673,-2,1089,78,-0.0,Chris Crawford,Alan Henderson,Chris Crawford + Alan Henderson
1134,3,4,1077,73,0.0,Ike Austin,Grant Long,Ike Austin + Grant Long
133,922,0,1075,62,0.0,David Wesley,Elden Campbell,David Wesley + Elden Campbell
2032,2047,-1,1067,80,-0.0,Darius Miles,Quentin Richardson,Darius Miles + Quentin Richardson
1051,1725,-2,1049,73,-0.0,Dean Garrett,Rasho Nesterovic,Dean Garrett + Rasho Nesterovic
1517,978,-1,1038,67,-0.0,Bobby Jackson,Peja Stojakovic,Bobby Jackson + Peja Stojakovic
166,1904,1,1034,69,0.0,Ron Harper,Devean George,Ron Harper + Devean George
1505,686,-2,1015,64,-0.0,Tariq Abdul-Wahad,Antonio McDyess,Tariq Abdul-Wahad + Antonio McDyess
1913,2064,2,1006,68,0.0,Michael Ruffin,Khalid El-Amin,Michael Ruffin + Khalid El-Amin
1903,672,0,1004,77,0.0,Kenny Thomas,Matt Bullard,Kenny Thomas + Matt Bullard
1051,111,3,983,84,0.0,Dean Garrett,LaPhonso Ellis,Dean Garrett + LaPhonso Ellis
1727,680,4,978,68,0.0,Pat Garrity,John Amaechi,Pat Garrity + John Amaechi
123,45,-1,958,78,-0.0,Robert Pack,George McCloud,Robert Pack + George McCloud
1890,960,2,952,58,0.0,Shawn Marion,Tony Delk,Shawn Marion + Tony Delk
406,977,3,945,47,0.0,Shaquille O'Neal,Kobe Bryant,Shaquille O'Neal + Kobe Bryant
1714,445,1,941,74,0.0,Robert Traylor,Wesley Person,Robert Traylor + Wesley Person
1944,695,2,931,66,0.0,Eddie Robinson,Eldridge Recasner,Eddie Robinson + Eldridge Recasner
779,948,-2,928,56,-0.0,Glen Rice,Marcus Camby,Glen Rice + Marcus Camby
915,960,0,925,64,0.0,Rodney Rogers,Tony Delk,Rodney Rogers + Tony Delk
1709,2039,0,921,59,0.0,Michael Olowokandi,Keyon Dooling,Michael Olowokandi + Keyon Dooling
1715,468,3,895,72,0.0,Jason Williams,Jon Barry,Jason Williams + Jon Barry
1531,1716,-4,886,71,-0.0,Marc Jackson,Larry Hughes,Marc Jackson + Larry Hughes
1882,2037,-1,865,58,-0.0,Elton Brand,Jamal Crawford,Elton Brand + Jamal Crawford
452,699,-4,861,58,-0.0,Vin Baker,Brent Barry,Vin Baker + Brent Barry
2058,296,1,826,59,0.0,Mark Madsen,Rick Fox,Mark Madsen + Rick Fox
208,281,-3,825,66,-0.0,Sam Cassell,Scott Williams,Sam Cassell + Scott Williams
915,916,1,817,56,0.0,Rodney Rogers,Corie Blount,Rodney Rogers + Corie Blount
1607,353,-3,815,58,-0.0,Troy Hudson,Darrell Armstrong,Troy Hudson + Darrell Armstrong
1497,708,0,809,49,0.0,Chauncey Billups,Kevin Garnett,Chauncey Billups + Kevin Garnett
2069,673,-2,802,55,-0.0,Hanno Mottola,Alan Henderson,Hanno Mottola + Alan Henderson
423,445,1,801,66,0.0,Chris Gatling,Wesley Person,Chris Gatling + Wesley Person
1032,281,0,789,57,0.0,Darvin Ham,Scott Williams,Darvin Ham + Scott Williams
1005,1883,1,774,50,0.0,Walt Williams,Steve Francis,Walt Williams + Steve Francis
1500,2037,0,773,56,0.0,Ron Mercer,Jamal Crawford,Ron Mercer + Jamal Crawford
324,417,-3,768,71,-0.0,Anthony Peeler,Sam Mitchell,Anthony Peeler + Sam Mitchell
103,1887,-1,758,55,-0.0,Todd Day,Wally Szczerbiak,Todd Day + Wally Szczerbiak
1720,42,-2,750,55,-0.0,Michael Doleac,Monty Williams,Michael Doleac + Monty Williams
1112,688,0,746,49,0.0,Ben Wallace,Michael Curry,Ben Wallace + Michael Curry
679,951,-1,723,54,-0.0,Jason Caffey,Ray Allen,Jason Caffey + Ray Allen
2091,339,-2,719,46,-0.0,Daniel Santiago,Tom Gugliotta,Daniel Santiago + Tom Gugliotta
1051,708,-1,703,40,-0.0,Dean Garrett,Kevin Garnett,Dean Garrett + Kevin Garnett
137,389,-2,703,72,-0.0,Vernon Maxwell,Toni Kukoc,Vernon Maxwell + Toni Kukoc
1710,970,2,687,49,0.0,Mike Bibby,Othella Harrington,Mike Bibby + Othella Harrington
1513,978,0,676,55,0.0,Scot Pollard,Peja Stojakovic,Scot Pollard + Peja Stojakovic
193,2067,-3,668,62,-0.0,Anthony Mason,Eddie House,Anthony Mason + Eddie House
1000,435,-1,664,47,-0.0,Shandon Anderson,Carlos Rogers,Shandon Anderson + Carlos Rogers
255,353,0,663,54,0.0,Grant Hill,Darrell Armstrong,Grant Hill + Darrell Armstrong
1761,363,2,650,58,0.0,Greg Buckner,Christian Laettner,Greg Buckner + Christian Laettner
164,913,-3,647,47,-0.0,Chris Childs,Larry Johnson,Chris Childs + Larry Johnson
1559,2040,-1,643,59,-0.0,Adrian Griffin,Jerome Moiso,Adrian Griffin + Jerome Moiso
1683,1728,-1,640,47,-0.0,Larry Robinson,Roshown McLeod,Larry Robinson + Roshown McLeod
1761,458,2,640,56,0.0,Greg Buckner,Howard Eisley,Greg Buckner + Howard Eisley
29,383,-2,640,48,-0.0,Jim McIlvaine,Kendall Gill,Jim McIlvaine + Kendall Gill
376,688,-3,639,40,-0.0,Eric Montross,Michael Curry,Eric Montross + Michael Curry
1562,685,1,631,46,0.0,Gerard King,Cherokee Parks,Gerard King + Cherokee Parks
1538,445,0,627,48,0.0,Cedric Henderson,Wesley Person,Cedric Henderson + Wesley Person
2130,323,2,627,40,0.0,Mike Penberthy,Greg Foster,Mike Penberthy + Greg Foster
361,53,-2,625,49,-0.0,Clifford Robinson,Mario Elie,Clifford Robinson + Mario Elie
1742,2106,2,611,50,0.0,Shammond Williams,Ruben Wolkowyski,Shammond Williams + Ruben Wolkowyski
146,76,-3,605,55,-0.0,Jud Buechler,Cedric Ceballos,Jud Buechler + Cedric Ceballos
1889,980,3,605,33,0.0,Andre Miller,Zydrunas Ilgauskas,Andre Miller + Zydrunas Ilgauskas
1751,43,-2,603,53,-0.0,Jahidi White,Chris Whitney,Jahidi White + Chris Whitney
1904,296,1,592,41,0.0,Devean George,Rick Fox,Devean George + Rick Fox
1761,959,0,591,45,0.0,Greg Buckner,Steve Nash,Greg Buckner + Steve Nash
1065,84,-2,589,47,-0.0,Erick Strickland,Latrell Sprewell,Erick Strickland + Latrell Sprewell
179,952,2,579,51,0.0,Bryant Stith,Antoine Walker,Bryant Stith + Antoine Walker
1897,2037,1,570,37,0.0,Metta World Peace,Jamal Crawford,Metta World Peace + Jamal Crawford
361,916,2,565,45,0.0,Clifford Robinson,Corie Blount,Clifford Robinson + Corie Blount
468,978,2,563,49,0.0,Jon Barry,Peja Stojakovic,Jon Barry + Peja Stojakovic
1000,983,-1,544,53,-0.0,Shandon Anderson,Moochie Norris,Shandon Anderson + Moochie Norris
1536,1563,-2,541,39,-0.0,Stephen Jackson,Kevin Ollie,Stephen Jackson + Kevin Ollie
1110,686,2,527,38,0.0,Mark Strickland,Antonio McDyess,Mark Strickland + Antonio McDyess
1928,689,0,524,42,0.0,Todd MacCulloch,Theo Ratliff,Todd MacCulloch + Theo Ratliff
1737,238,-2,522,50,-0.0,Nazr Mohammed,Tyrone Hill,Nazr Mohammed + Tyrone Hill
1508,1903,2,521,33,0.0,Maurice Taylor,Kenny Thomas,Maurice Taylor + Kenny Thomas
137,689,1,515,48,0.0,Vernon Maxwell,Theo Ratliff,Vernon Maxwell + Theo Ratliff
1894,2039,2,508,37,0.0,Corey Maggette,Keyon Dooling,Corey Maggette + Keyon Dooling
111,708,-1,496,45,-0.0,LaPhonso Ellis,Kevin Garnett,LaPhonso Ellis + Kevin Garnett
685,782,-1,478,35,-0.0,Cherokee Parks,Mitch Richmond,Cherokee Parks + Mitch Richmond
1110,702,-2,469,60,-0.0,Mark Strickland,Voshon Lenard,Mark Strickland + Voshon Lenard
176,278,-2,469,32,-0.0,Antonio Harvey,Stacey Augmon,Antonio Harvey + Stacey Augmon
3,970,2,455,30,0.0,Grant Long,Othella Harrington,Grant Long + Othella Harrington
1725,708,-1,450,25,-0.0,Rasho Nesterovic,Kevin Garnett,Rasho Nesterovic + Kevin Garnett
2033,2064,-1,446,39,-0.0,Marcus Fizer,Khalid El-Amin,Marcus Fizer + Khalid El-Amin
123,702,1,445,41,0.0,Robert Pack,Voshon Lenard,Robert Pack + Voshon Lenard
