player_1,player_2,total_net_points,total_duration,total_stints,impact_per_60,player_1_name,player_2_name,pair_name
448,680,-24,1497,86,-0.02,Bo Outlaw,John Amaechi,Bo Outlaw + John Amaechi
111,324,-31,1480,125,-0.02,LaPhonso Ellis,Anthony Peeler,LaPhonso Ellis + Anthony Peeler
1732,63,-31,1470,127,-0.02,Felipe Lopez,Michael Smith,Felipe Lopez + Michael Smith
1506,1733,-22,1430,108,-0.02,Austin Croshere,Al Harrington,Austin Croshere + Al Harrington
1538,221,-24,1398,101,-0.02,Cedric Henderson,Clar. Weatherspoon,Cedric Henderson + Clar. Weatherspoon
1533,2035,-22,1369,104,-0.02,Anthony Johnson,DerMarr Johnson,Anthony Johnson + DerMarr Johnson
2042,458,-31,1330,118,-0.02,Courtney Alexander,Howard Eisley,Courtney Alexander + Howard Eisley
2032,399,-22,1329,99,-0.02,Darius Miles,Sean Rooks,Darius Miles + Sean Rooks
168,302,-19,1247,81,-0.02,Chris Mills,Mookie Blaylock,Chris Mills + Mookie Blaylock
124,1517,-19,1243,67,-0.02,Vlade Divac,Bobby Jackson,Vlade Divac + Bobby Jackson
1739,1742,-24,1235,100,-0.02,Ruben Patterson,Shammond Williams,Ruben Patterson + Shammond Williams
1065,164,-21,1218,96,-0.02,Erick Strickland,Chris Childs,Erick Strickland + Chris Childs
1719,905,-26,1213,95,-0.02,Bonzi Wells,Dale Davis,Bonzi Wells + Dale Davis
714,959,-21,1205,81,-0.02,Michael Finley,Steve Nash,Michael Finley + Steve Nash
1761,714,-21,1180,86,-0.02,Greg Buckner,Michael Finley,Greg Buckner + Michael Finley
123,1711,-20,1177,91,-0.02,Robert Pack,Raef LaFrentz,Robert Pack + Raef LaFrentz
109,375,-18,1122,88,-0.02,Robert Horry,Isaiah Rider,Robert Horry + Isaiah Rider
1559,1718,-19,1120,99,-0.02,Adrian Griffin,Paul Pierce,Adrian Griffin + Paul Pierce
1531,1712,-21,1112,89,-0.02,Marc Jackson,Antawn Jamison,Marc Jackson + Antawn Jamison
1548,1718,-23,1094,91,-0.02,Mark Blount,Paul Pierce,Mark Blount + Paul Pierce
236,28,-26,1087,85,-0.02,Kevin Edwards,Doug West,Kevin Edwards + Doug West
1882,697,-23,1085,84,-0.02,Elton Brand,Fred Hoiberg,Elton Brand + Fred Hoiberg
363,93,-24,1067,73,-0.02,Christian Laettner,Hubert Davis,Christian Laettner + Hubert Davis
1709,399,-20,1060,73,-0.02,Michael Olowokandi,Sean Rooks,Michael Olowokandi + Sean Rooks
124,1444,-20,1056,84,-0.02,Vlade Divac,Lawrence Funderburke,Vlade Divac + Lawrence Funderburke
190,896,-24,1051,66,-0.02,Duane Causwell,Tim Hardaway,Duane Causwell + Tim Hardaway
1886,440,-19,1044,95,-0.02,Jonathan Bender,Zan Tabak,Jonathan Bender + Zan Tabak
1713,788,-17,1033,75,-0.02,Vince Carter,Kevin Willis,Vince Carter + Kevin Willis
224,896,-18,1028,74,-0.02,Eddie Jones,Tim Hardaway,Eddie Jones + Tim Hardaway
1051,210,-24,1003,69,-0.02,Dean Garrett,Terrell Brandon,Dean Garrett + Terrell Brandon
1853,896,-21,999,81,-0.02,Anthony Carter,Tim Hardaway,Anthony Carter + Tim Hardaway
1761,762,-21,982,71,-0.02,Greg Buckner,Shawn Bradley,Greg Buckner + Shawn Bradley
1888,1916,-19,977,67,-0.02,Richard Hamilton,Calvin Booth,Richard Hamilton + Calvin Booth
1916,393,-17,977,65,-0.02,Calvin Booth,Rod Strickland,Calvin Booth + Rod Strickland
111,1895,-23,969,89,-0.02,LaPhonso Ellis,William Avery,LaPhonso Ellis + William Avery
109,2130,-21,946,64,-0.02,Robert Horry,Mike Penberthy,Robert Horry + Mike Penberthy
1709,2047,-16,932,63,-0.02,Michael Olowokandi,Quentin Richardson,Michael Olowokandi + Quentin Richardson
1544,1728,-17,909,68,-0.02,Chris Crawford,Roshown McLeod,Chris Crawford + Roshown McLeod
2042,2059,-16,894,76,-0.02,Courtney Alexander,Eduardo Najera,Courtney Alexander + Eduardo Najera
1853,920,-20,892,80,-0.02,Anthony Carter,A.C. Green,Anthony Carter + A.C. Green
2043,688,-20,888,74,-0.02,Mateen Cleaves,Michael Curry,Mateen Cleaves + Michael Curry
1065,369,-18,886,69,-0.02,Erick Strickland,Charlie Ward,Erick Strickland + Charlie Ward
1630,688,-22,885,72,-0.02,Mikki Moore,Michael Curry,Mikki Moore + Michael Curry
146,376,-17,875,76,-0.02,Jud Buechler,Eric Montross,Jud Buechler + Eric Montross
21,431,-21,871,65,-0.02,Greg Anthony,Shawn Kemp,Greg Anthony + Shawn Kemp
1731,296,-21,845,63,-0.02,Tyronn Lue,Rick Fox,Tyronn Lue + Rick Fox
123,1899,-15,838,60,-0.02,Robert Pack,James Posey,Robert Pack + James Posey
1899,426,-18,836,67,-0.02,James Posey,Terry Davis,James Posey + Terry Davis
722,788,-16,821,57,-0.02,Corliss Williamson,Kevin Willis,Corliss Williamson + Kevin Willis
2058,2130,-17,800,58,-0.02,Mark Madsen,Mike Penberthy,Mark Madsen + Mike Penberthy
1499,1914,-12,799,55,-0.02,Tony Battie,Chris Herren,Tony Battie + Chris Herren
2042,363,-14,772,64,-0.02,Courtney Alexander,Christian Laettner,Courtney Alexander + Christian Laettner
1000,2044,-16,763,60,-0.02,Shandon Anderson,Jason Collier,Shandon Anderson + Jason Collier
1502,219,-17,747,65,-0.02,Adonal Foyle,Vinny Del Negro,Adonal Foyle + Vinny Del Negro
209,891,-16,745,52,-0.02,Dell Curry,Charles Oakley,Dell Curry + Charles Oakley
166,2130,-14,738,51,-0.02,Ron Harper,Mike Penberthy,Ron Harper + Mike Penberthy
2059,93,-13,727,73,-0.02,Eduardo Najera,Hubert Davis,Eduardo Najera + Hubert Davis
21,905,-17,727,54,-0.02,Greg Anthony,Dale Davis,Greg Anthony + Dale Davis
677,77,-11,718,61,-0.02,Eric Williams,Doug Overton,Eric Williams + Doug Overton
1717,919,-14,692,53,-0.02,Dirk Nowitzki,Loy Vaught,Dirk Nowitzki + Loy Vaught
1719,278,-16,687,53,-0.02,Bonzi Wells,Stacey Augmon,Bonzi Wells + Stacey Augmon
1928,389,-16,678,54,-0.02,Todd MacCulloch,Toni Kukoc,Todd MacCulloch + Toni Kukoc
1425,29,-16,670,51,-0.02,Aaron Williams,Jim McIlvaine,Aaron Williams + Jim McIlvaine
1434,2033,-12,663,46,-0.02,Dragan Tarlac,Marcus Fizer,Dragan Tarlac + Marcus Fizer
1594,677,-13,658,59,-0.02,Rick Brunson,Eric Williams,Rick Brunson + Eric Williams
1005,983,-11,649,43,-0.02,Walt Williams,Moochie Norris,Walt Williams + Moochie Norris
2048,901,-14,638,46,-0.02,Jamaal Magloire,Otis Thorpe,Jamaal Magloire + Otis Thorpe
441,980,-11,637,43,-0.02,Lamond Murray,Zydrunas Ilgauskas,Lamond Murray + Zydrunas Ilgauskas
1023,699,-15,632,44,-0.02,Emanual Davis,Brent Barry,Emanual Davis + Brent Barry
426,45,-13,618,69,-0.02,Terry Davis,George McCloud,Terry Davis + George McCloud
1548,1594,-13,605,56,-0.02,Mark Blount,Rick Brunson,Mark Blount + Rick Brunson
1544,2069,-11,601,42,-0.02,Chris Crawford,Hanno Mottola,Chris Crawford + Hanno Mottola
1032,299,-11,599,47,-0.02,Darvin Ham,Glenn Robinson,Darvin Ham + Glenn Robinson
128,304,-12,594,47,-0.02,David Benoit,John Stockton,David Benoit + John Stockton
137,1737,-11,594,61,-0.02,Vernon Maxwell,Nazr Mohammed,Vernon Maxwell + Nazr Mohammed
3,51,-12,571,35,-0.02,Grant Long,Mahmoud Abdul-Rauf,Grant Long + Mahmoud Abdul-Rauf
64,696,-12,564,34,-0.02,Sam Perkins,Travis Best,Sam Perkins + Travis Best
1051,417,-12,559,35,-0.02,Dean Garrett,Sam Mitchell,Dean Garrett + Sam Mitchell
1505,426,-10,558,47,-0.02,Tariq Abdul-Wahad,Terry Davis,Tariq Abdul-Wahad + Terry Davis
397,979,-13,558,48,-0.02,Reggie Miller,Jermaine O'Neal,Reggie Miller + Jermaine O'Neal
422,990,-13,558,46,-0.02,Avery Johnson,Malik Rose,Avery Johnson + Malik Rose
1544,754,-10,553,32,-0.02,Chris Crawford,Jim Jackson,Chris Crawford + Jim Jackson
2059,919,-13,548,41,-0.02,Eduardo Najera,Loy Vaught,Eduardo Najera + Loy Vaught
165,983,-13,543,41,-0.02,Hakeem Olajuwon,Moochie Norris,Hakeem Olajuwon + Moochie Norris
1538,441,-13,542,44,-0.02,Cedric Henderson,Lamond Murray,Cedric Henderson + Lamond Murray
1732,782,-10,532,48,-0.02,Felipe Lopez,Mitch Richmond,Felipe Lopez + Mitch Richmond
1501,760,-12,506,37,-0.02,Tim Thomas,Jerome Kersey,Tim Thomas + Jerome Kersey
2044,672,-11,494,39,-0.02,Jason Collier,Matt Bullard,Jason Collier + Matt Bullard
1563,2030,-9,491,32,-0.02,Kevin Ollie,Kenyon Martin,Kevin Ollie + Kenyon Martin
1853,2067,-10,486,50,-0.02,Anthony Carter,Eddie House,Anthony Carter + Eddie House
711,76,-8,481,40,-0.02,Jerry Stackhouse,Cedric Ceballos,Jerry Stackhouse + Cedric Ceballos
441,902,-9,476,49,-0.02,Lamond Murray,Bimbo Coles,Lamond Murray + Bimbo Coles
1554,2067,-11,466,41,-0.02,Jamal Robinson,Eddie House,Jamal Robinson + Eddie House
1916,436,-11,442,31,-0.02,Calvin Booth,Juwan Howard,Calvin Booth + Juwan Howard
916,960,-9,436,26,-0.02,Corie Blount,Tony Delk,Corie Blount + Tony Delk
1741,699,-8,429,27,-0.02,Jelani McCoy,Brent Barry,Jelani McCoy + Brent Barry
221,902,-7,401,40,-0.02,Clar. Weatherspoon,Bimbo Coles,Clar. Weatherspoon + Bimbo Coles
1506,979,-9,392,33,-0.02,Austin Croshere,Jermaine O'Neal,Austin Croshere + Jermaine O'Neal
1725,1734,-8,374,16,-0.02,Rasho Nesterovic,Sam Jacobson,Rasho Nesterovic + Sam Jacobson
145,1505,-8,366,26,-0.02,Tracy Murray,Tariq Abdul-Wahad,Tracy Murray + Tariq Abdul-Wahad
1531,956,-6,364,34,-0.02,Marc Jackson,Erick Dampier,Marc Jackson + Erick Dampier
1737,947,-6,361,32,-0.02,Nazr Mohammed,Allen Iverson,Nazr Mohammed + Allen Iverson
1005,435,-7,356,27,-0.02,Walt Williams,Carlos Rogers,Walt Williams + Carlos Rogers
281,679,-8,353,25,-0.02,Scott Williams,Jason Caffey,Scott Williams + Jason Caffey
1425,1563,-6,347,32,-0.02,Aaron Williams,Kevin Ollie,Aaron Williams + Kevin Ollie
1731,1904,-8,338,21,-0.02,Tyronn Lue,Devean George,Tyronn Lue + Devean George
1728,754,-7,330,22,-0.02,Roshown McLeod,Jim Jackson,Roshown McLeod + Jim Jackson
176,757,-6,316,21,-0.02,Antonio Harvey,Damon Stoudamire,Antonio Harvey + Damon Stoudamire
1548,713,-6,302,27,-0.02,Mark Blount,Chris Carr,Mark Blount + Chris Carr
1731,2058,-6,293,20,-0.02,Tyronn Lue,Mark Madsen,Tyronn Lue + Mark Madsen
137,947,-6,284,33,-0.02,Vernon Maxwell,Allen Iverson,Vernon Maxwell + Allen Iverson
1985,2032,-5,275,22,-0.02,Zendon Hamilton,Darius Miles,Zendon Hamilton + Darius Miles
299,760,-5,263,21,-0.02,Glenn Robinson,Jerome Kersey,Glenn Robinson + Jerome Kersey
2067,920,-5,251,18,-0.02,Eddie House,A.C. Green,Eddie House + A.C. Green
1563,29,-4,243,11,-0.02,Kevin Ollie,Jim McIlvaine,Kevin Ollie + Jim McIlvaine
1065,948,-4,230,18,-0.02,Erick Strickland,Marcus Camby,Erick Strickland + Marcus Camby
228,956,-4,223,15,-0.02,Adam Keefe,Erick Dampier,Adam Keefe + Erick Dampier
15,1985,-4,222,15,-0.02,Eric Piatkowski,Zendon Hamilton,Eric Piatkowski + Zendon Hamilton
1032,679,-5,205,12,-0.02,Darvin Ham,Jason Caffey,Darvin Ham + Jason Caffey
1554,258,-3,200,18,-0.02,Jamal Robinson,Brian Grant,Jamal Robinson + Brian Grant
1838,1885,-95,3040,187,-0.03,Tyrone Nesby,Lamar Odom,Tyrone Nesby + Lamar Odom
1709,1885,-88,3039,184,-0.03,Michael Olowokandi,Lamar Odom,Michael Olowokandi + Lamar Odom
1717,762,-74,2770,188,-0.03,Dirk Nowitzki,Shawn Bradley,Dirk Nowitzki + Shawn Bradley
193,258,-80,2700,172,-0.03,Anthony Mason,Brian Grant,Anthony Mason + Brian Grant
1503,2034,-80,2459,188,-0.03,Tracy McGrady,Mike Miller,Tracy McGrady + Mike Miller
1884,469,-60,2340,125,-0.03,Baron Davis,Jamal Mashburn,Baron Davis + Jamal Mashburn
1499,1718,-78,2330,153,-0.03,Tony Battie,Paul Pierce,Tony Battie + Paul Pierce
1074,1544,-59,2273,174,-0.03,Matt Maloney,Chris Crawford,Matt Maloney + Chris Crawford
1723,1889,-69,2164,133,-0.03,Matt Harpring,Andre Miller,Matt Harpring + Andre Miller
1499,179,-55,2095,149,-0.03,Tony Battie,Bryant Stith,Tony Battie + Bryant Stith
1074,1683,-58,2045,163,-0.03,Matt Maloney,Larry Robinson,Matt Maloney + Larry Robinson
1723,221,-63,2038,114,-0.03,Matt Harpring,Clar. Weatherspoon,Matt Harpring + Clar. Weatherspoon
2034,448,-65,1980,124,-0.03,Mike Miller,Bo Outlaw,Mike Miller + Bo Outlaw
190,258,-61,1942,121,-0.03,Duane Causwell,Brian Grant,Duane Causwell + Brian Grant
210,324,-53,1936,131,-0.03,Terrell Brandon,Anthony Peeler,Terrell Brandon + Anthony Peeler
353,680,-49,1933,123,-0.03,Darrell Armstrong,John Amaechi,Darrell Armstrong + John Amaechi
1477,896,-52,1902,129,-0.03,Bruce Bowen,Tim Hardaway,Bruce Bowen + Tim Hardaway
221,441,-52,1771,108,-0.03,Clar. Weatherspoon,Lamond Murray,Clar. Weatherspoon + Lamond Murray
209,349,-58,1751,109,-0.03,Dell Curry,Mark Jackson,Dell Curry + Mark Jackson
1887,324,-56,1742,130,-0.03,Wally Szczerbiak,Anthony Peeler,Wally Szczerbiak + Anthony Peeler
714,93,-48,1681,126,-0.03,Michael Finley,Hubert Davis,Michael Finley + Hubert Davis
1065,703,-43,1614,135,-0.03,Erick Strickland,Kurt Thomas,Erick Strickland + Kurt Thomas
1736,1882,-52,1598,111,-0.03,Corey Benjamin,Elton Brand,Corey Benjamin + Elton Brand
1720,2034,-48,1592,134,-0.03,Michael Doleac,Mike Miller,Michael Doleac + Mike Miller
1888,63,-48,1582,139,-0.03,Richard Hamilton,Michael Smith,Richard Hamilton + Michael Smith
1723,441,-45,1567,89,-0.03,Matt Harpring,Lamond Murray,Matt Harpring + Lamond Murray
1717,2042,-50,1563,123,-0.03,Dirk Nowitzki,Courtney Alexander,Dirk Nowitzki + Courtney Alexander
1886,397,-50,1551,122,-0.03,Jonathan Bender,Reggie Miller,Jonathan Bender + Reggie Miller
238,727,-45,1500,97,-0.03,Tyrone Hill,Eric Snow,Tyrone Hill + Eric Snow
1506,1886,-37,1478,121,-0.03,Austin Croshere,Jonathan Bender,Austin Croshere + Jonathan Bender
1733,1886,-50,1431,121,-0.03,Al Harrington,Jonathan Bender,Al Harrington + Jonathan Bender
1065,779,-48,1428,115,-0.03,Erick Strickland,Glen Rice,Erick Strickland + Glen Rice
209,213,-44,1397,83,-0.03,Dell Curry,Antonio Davis,Dell Curry + Antonio Davis
431,905,-40,1369,102,-0.03,Shawn Kemp,Dale Davis,Shawn Kemp + Dale Davis
1728,1891,-45,1356,87,-0.03,Roshown McLeod,Jason Terry,Roshown McLeod + Jason Terry
120,937,-39,1277,78,-0.03,Steven Smith,Scottie Pippen,Steven Smith + Scottie Pippen
120,21,-34,1230,95,-0.03,Steven Smith,Greg Anthony,Steven Smith + Greg Anthony
397,696,-33,1229,84,-0.03,Reggie Miller,Travis Best,Reggie Miller + Travis Best
1736,1897,-34,1175,78,-0.03,Corey Benjamin,Metta World Peace,Corey Benjamin + Metta World Peace
15,1709,-36,1172,94,-0.03,Eric Piatkowski,Michael Olowokandi,Eric Piatkowski + Michael Olowokandi
905,937,-30,1172,69,-0.03,Dale Davis,Scottie Pippen,Dale Davis + Scottie Pippen
1891,2069,-35,1159,82,-0.03,Jason Terry,Hanno Mottola,Jason Terry + Hanno Mottola
1717,959,-30,1125,77,-0.03,Dirk Nowitzki,Steve Nash,Dirk Nowitzki + Steve Nash
1712,219,-32,1049,77,-0.03,Antawn Jamison,Vinny Del Negro,Antawn Jamison + Vinny Del Negro
1500,2062,-31,1042,82,-0.03,Ron Mercer,A.J. Guyton,Ron Mercer + A.J. Guyton
2043,711,-26,1031,82,-0.03,Mateen Cleaves,Jerry Stackhouse,Mateen Cleaves + Jerry Stackhouse
2050,788,-29,1019,76,-0.03,Morris Peterson,Kevin Willis,Morris Peterson + Kevin Willis
1506,696,-29,1011,62,-0.03,Austin Croshere,Travis Best,Austin Croshere + Travis Best
1559,179,-27,1003,99,-0.03,Adrian Griffin,Bryant Stith,Adrian Griffin + Bryant Stith
1715,978,-26,950,49,-0.03,Jason Williams,Peja Stojakovic,Jason Williams + Peja Stojakovic
1554,193,-25,945,75,-0.03,Jamal Robinson,Anthony Mason,Jamal Robinson + Anthony Mason
1742,2046,-32,932,81,-0.03,Shammond Williams,Desmond Mason,Shammond Williams + Desmond Mason
1884,1944,-29,925,57,-0.03,Baron Davis,Eddie Robinson,Baron Davis + Eddie Robinson
121,699,-27,913,59,-0.03,Patrick Ewing,Brent Barry,Patrick Ewing + Brent Barry
179,2040,-24,911,81,-0.03,Bryant Stith,Jerome Moiso,Bryant Stith + Jerome Moiso
365,696,-23,887,68,-0.03,Derrick McKey,Travis Best,Derrick McKey + Travis Best
735,949,-28,877,45,-0.03,Bryant Reeves,Shareef Abdur-Rahim,Bryant Reeves + Shareef Abdur-Rahim
1110,1505,-28,867,50,-0.03,Mark Strickland,Tariq Abdul-Wahad,Mark Strickland + Tariq Abdul-Wahad
1502,228,-22,859,69,-0.03,Adonal Foyle,Adam Keefe,Adonal Foyle + Adam Keefe
1718,952,-26,807,54,-0.03,Paul Pierce,Antoine Walker,Paul Pierce + Antoine Walker
146,711,-23,803,66,-0.03,Jud Buechler,Jerry Stackhouse,Jud Buechler + Jerry Stackhouse
1504,168,-27,801,60,-0.03,Danny Fortson,Chris Mills,Danny Fortson + Chris Mills
2039,2047,-22,798,53,-0.03,Keyon Dooling,Quentin Richardson,Keyon Dooling + Quentin Richardson
1023,2046,-22,791,74,-0.03,Emanual Davis,Desmond Mason,Emanual Davis + Desmond Mason
1554,1853,-27,790,61,-0.03,Jamal Robinson,Anthony Carter,Jamal Robinson + Anthony Carter
1712,228,-26,780,54,-0.03,Antawn Jamison,Adam Keefe,Antawn Jamison + Adam Keefe
121,1742,-24,776,53,-0.03,Patrick Ewing,Shammond Williams,Patrick Ewing + Shammond Williams
1630,376,-27,776,65,-0.03,Mikki Moore,Eric Montross,Mikki Moore + Eric Montross
168,228,-23,758,56,-0.03,Chris Mills,Adam Keefe,Chris Mills + Adam Keefe
1714,423,-25,744,63,-0.03,Robert Traylor,Chris Gatling,Robert Traylor + Chris Gatling
128,1521,-23,738,58,-0.03,David Benoit,Jacque Vaughn,David Benoit + Jacque Vaughn
1903,2044,-23,737,64,-0.03,Kenny Thomas,Jason Collier,Kenny Thomas + Jason Collier
1499,77,-23,718,50,-0.03,Tony Battie,Doug Overton,Tony Battie + Doug Overton
1904,2130,-20,702,49,-0.03,Devean George,Mike Penberthy,Devean George + Mike Penberthy
1562,1916,-22,682,49,-0.03,Gerard King,Calvin Booth,Gerard King + Calvin Booth
2106,452,-18,682,52,-0.03,Ruben Wolkowyski,Vin Baker,Ruben Wolkowyski + Vin Baker
28,3,-17,672,41,-0.03,Doug West,Grant Long,Doug West + Grant Long
1498,345,-17,668,71,-0.03,Antonio Daniels,Terry Porter,Antonio Daniels + Terry Porter
1761,93,-22,667,54,-0.03,Greg Buckner,Hubert Davis,Greg Buckner + Hubert Davis
324,708,-21,652,44,-0.03,Anthony Peeler,Kevin Garnett,Anthony Peeler + Kevin Garnett
1548,677,-17,645,55,-0.03,Mark Blount,Eric Williams,Mark Blount + Eric Williams
1538,902,-20,639,50,-0.03,Cedric Henderson,Bimbo Coles,Cedric Henderson + Bimbo Coles
1897,2062,-17,635,46,-0.03,Metta World Peace,A.J. Guyton,Metta World Peace + A.J. Guyton
198,345,-21,634,63,-0.03,Danny Ferry,Terry Porter,Danny Ferry + Terry Porter
1747,283,-18,627,56,-0.03,Rafer Alston,Lindsey Hunter,Rafer Alston + Lindsey Hunter
1630,711,-17,617,54,-0.03,Mikki Moore,Jerry Stackhouse,Mikki Moore + Jerry Stackhouse
1913,2062,-17,612,50,-0.03,Michael Ruffin,A.J. Guyton,Michael Ruffin + A.J. Guyton
1541,1600,-19,609,51,-0.03,Alvin Williams,Kornel David,Alvin Williams + Kornel David
128,252,-16,599,45,-0.03,David Benoit,Karl Malone,David Benoit + Karl Malone
1088,76,-17,596,53,-0.03,Chucky Atkins,Cedric Ceballos,Chucky Atkins + Cedric Ceballos
672,983,-19,592,49,-0.03,Matt Bullard,Moochie Norris,Matt Bullard + Moochie Norris
1554,190,-18,588,50,-0.03,Jamal Robinson,Duane Causwell,Jamal Robinson + Duane Causwell
1498,990,-19,567,45,-0.03,Antonio Daniels,Malik Rose,Antonio Daniels + Malik Rose
1600,2050,-16,556,44,-0.03,Kornel David,Morris Peterson,Kornel David + Morris Peterson
1502,1504,-15,539,34,-0.03,Adonal Foyle,Danny Fortson,Adonal Foyle + Danny Fortson
1731,270,-15,531,33,-0.03,Tyronn Lue,Horace Grant,Tyronn Lue + Horace Grant
1904,2058,-15,508,30,-0.03,Devean George,Mark Madsen,Devean George + Mark Madsen
2031,236,-14,490,33,-0.03,Stromile Swift,Kevin Edwards,Stromile Swift + Kevin Edwards
1736,2037,-15,487,31,-0.03,Corey Benjamin,Jamal Crawford,Corey Benjamin + Jamal Crawford
711,961,-14,486,35,-0.03,Jerry Stackhouse,John Wallace,Jerry Stackhouse + John Wallace
219,302,-14,472,37,-0.03,Vinny Del Negro,Mookie Blaylock,Vinny Del Negro + Mookie Blaylock
1504,1716,-13,462,34,-0.03,Danny Fortson,Larry Hughes,Danny Fortson + Larry Hughes
302,904,-15,462,38,-0.03,Mookie Blaylock,Chris Mullin,Mookie Blaylock + Chris Mullin
1733,979,-13,438,36,-0.03,Al Harrington,Jermaine O'Neal,Al Harrington + Jermaine O'Neal
1497,1734,-14,425,24,-0.03,Chauncey Billups,Sam Jacobson,Chauncey Billups + Sam Jacobson
735,970,-12,419,28,-0.03,Bryant Reeves,Othella Harrington,Bryant Reeves + Othella Harrington
436,63,-13,413,34,-0.03,Juwan Howard,Michael Smith,Juwan Howard + Michael Smith
1504,1531,-12,409,32,-0.03,Danny Fortson,Marc Jackson,Danny Fortson + Marc Jackson
1536,950,-14,408,31,-0.03,Stephen Jackson,Stephon Marbury,Stephen Jackson + Stephon Marbury
919,959,-12,400,26,-0.03,Loy Vaught,Steve Nash,Loy Vaught + Steve Nash
1536,446,-11,399,30,-0.03,Stephen Jackson,Lucious Harris,Stephen Jackson + Lucious Harris
1915,950,-11,394,29,-0.03,Evan Eschmeyer,Stephon Marbury,Evan Eschmeyer + Stephon Marbury
2067,258,-11,375,33,-0.03,Eddie House,Brian Grant,Eddie House + Brian Grant
1434,2062,-10,348,23,-0.03,Dragan Tarlac,A.J. Guyton,Dragan Tarlac + A.J. Guyton
1903,435,-12,343,24,-0.03,Kenny Thomas,Carlos Rogers,Kenny Thomas + Carlos Rogers
283,760,-10,331,26,-0.03,Lindsey Hunter,Jerome Kersey,Lindsey Hunter + Jerome Kersey
209,895,-10,328,23,-0.03,Dell Curry,Tyrone Corbin,Dell Curry + Tyrone Corbin
345,422,-10,319,27,-0.03,Terry Porter,Avery Johnson,Terry Porter + Avery Johnson
1065,913,-10,315,22,-0.03,Erick Strickland,Larry Johnson,Erick Strickland + Larry Johnson
1563,1915,-10,313,29,-0.03,Kevin Ollie,Evan Eschmeyer,Kevin Ollie + Evan Eschmeyer
1728,2069,-9,298,19,-0.03,Roshown McLeod,Hanno Mottola,Roshown McLeod + Hanno Mottola
201,53,-10,294,28,-0.03,Chris Dudley,Mario Elie,Chris Dudley + Mario Elie
376,76,-8,278,26,-0.03,Eric Montross,Cedric Ceballos,Eric Montross + Cedric Ceballos
891,895,-8,269,20,-0.03,Charles Oakley,Tyrone Corbin,Charles Oakley + Tyrone Corbin
63,782,-9,260,24,-0.03,Michael Smith,Mitch Richmond,Michael Smith + Mitch Richmond
2091,2092,-9,259,21,-0.03,Daniel Santiago,Ruben Garces,Daniel Santiago + Ruben Garces
389,761,-7,250,20,-0.03,Toni Kukoc,Matt Geiger,Toni Kukoc + Matt Geiger
251,70,-6,233,25,-0.03,Sean Elliott,Steve Kerr,Sean Elliott + Steve Kerr
1544,87,-6,211,14,-0.03,Chris Crawford,Dikembe Mutombo,Chris Crawford + Dikembe Mutombo
165,2044,-7,206,25,-0.03,Hakeem Olajuwon,Jason Collier,Hakeem Olajuwon + Jason Collier
1718,179,-138,3102,239,-0.04,Paul Pierce,Bryant Stith,Paul Pierce + Bryant Stith
2034,353,-126,3082,225,-0.04,Mike Miller,Darrell Armstrong,Mike Miller + Darrell Armstrong
1500,2033,-87,2436,190,-0.04,Ron Mercer,Marcus Fizer,Ron Mercer + Marcus Fizer
1497,324,-74,2061,137,-0.04,Chauncey Billups,Anthony Peeler,Chauncey Billups + Anthony Peeler
1882,2033,-73,1969,156,-0.04,Elton Brand,Marcus Fizer,Elton Brand + Marcus Fizer
208,911,-82,1885,130,-0.04,Sam Cassell,Ervin Johnson,Sam Cassell + Ervin Johnson
1725,324,-79,1789,121,-0.04,Rasho Nesterovic,Anthony Peeler,Rasho Nesterovic + Anthony Peeler
1717,93,-73,1739,127,-0.04,Dirk Nowitzki,Hubert Davis,Dirk Nowitzki + Hubert Davis
1074,2035,-59,1656,131,-0.04,Matt Maloney,DerMarr Johnson,Matt Maloney + DerMarr Johnson
2059,762,-68,1539,116,-0.04,Eduardo Najera,Shawn Bradley,Eduardo Najera + Shawn Bradley
1885,1894,-58,1528,101,-0.04,Lamar Odom,Corey Maggette,Lamar Odom + Corey Maggette
1716,228,-45,1249,90,-0.04,Larry Hughes,Adam Keefe,Larry Hughes + Adam Keefe
2042,714,-43,1195,96,-0.04,Courtney Alexander,Michael Finley,Courtney Alexander + Michael Finley
1709,1894,-47,1174,79,-0.04,Michael Olowokandi,Corey Maggette,Michael Olowokandi + Corey Maggette
1548,179,-43,1153,91,-0.04,Mark Blount,Bryant Stith,Mark Blount + Bryant Stith
15,1730,-46,1146,95,-0.04,Eric Piatkowski,Brian Skinner,Eric Piatkowski + Brian Skinner
1725,1895,-43,1140,90,-0.04,Rasho Nesterovic,William Avery,Rasho Nesterovic + William Avery
1718,1914,-48,1127,81,-0.04,Paul Pierce,Chris Herren,Paul Pierce + Chris Herren
1500,697,-41,1098,86,-0.04,Ron Mercer,Fred Hoiberg,Ron Mercer + Fred Hoiberg
2030,29,-45,1096,69,-0.04,Kenyon Martin,Jim McIlvaine,Kenyon Martin + Jim McIlvaine
198,422,-46,1061,83,-0.04,Danny Ferry,Avery Johnson,Danny Ferry + Avery Johnson
1503,42,-37,1044,75,-0.04,Tracy McGrady,Monty Williams,Tracy McGrady + Monty Williams
147,1733,-43,1035,71,-0.04,Jalen Rose,Al Harrington,Jalen Rose + Al Harrington
1533,1728,-45,1020,67,-0.04,Anthony Johnson,Roshown McLeod,Anthony Johnson + Roshown McLeod
